Title:,"Time Series, Area-Averaged of Aerosol Optical Depth 550 nm (Deep Blue, Land-only) ()"
8/9/2018,#NAME?
8/10/2018,0.312884631
8/11/2018,#NAME?
8/12/2018,#NAME?
8/13/2018,-9999
8/14/2018,0.313665115
8/15/2018,-9999
8/16/2018,0.314232148
8/17/2018,0.270333346
8/18/2018,0.468000022
8/19/2018,0.382162879
8/20/2018,0.318000015
8/21/2018,0.41700002
8/22/2018,-9999
8/23/2018,0.386000018
8/24/2018,-9999
8/25/2018,0.173000008
8/26/2018,-9999
8/27/2018,-9999
8/28/2018,-9999
8/29/2018,-9999
8/30/2018,0.647000031
8/31/2018,0.322449379
9/1/2018,#NAME?
9/2/2018,-9999
9/3/2018,#NAME?
9/4/2018,0.415970756
9/5/2018,0.119000006
9/6/2018,0.137104822
9/7/2018,#NAME?
9/8/2018,0.542583504
9/9/2018,0.641662651
9/10/2018,-9999
9/11/2018,#NAME?
9/12/2018,-9999
9/13/2018,0.771000037
9/14/2018,-9999
9/15/2018,0.79289601
9/16/2018,0.370425361
9/17/2018,0.432772437
9/18/2018,0.430525021
9/19/2018,0.346535066
9/20/2018,0.155892289
9/21/2018,0.186000009
9/22/2018,0.120578336
9/23/2018,0.251000012
9/24/2018,0.265955861
9/25/2018,#NAME?
9/26/2018,1.81420142
9/27/2018,0.821653128
9/28/2018,0.981108815
9/29/2018,0.777530345
9/30/2018,0.775376886
10/1/2018,0.525531993
10/2/2018,0.540185264
10/3/2018,0.813727877
10/4/2018,0.787007105
10/5/2018,0.793897139
10/6/2018,0.737158649
10/7/2018,0.7022313
10/8/2018,0.60796167
10/9/2018,0.804810122
10/10/2018,0.377000018
10/11/2018,-9999
10/12/2018,-9999
10/13/2018,-9999
10/14/2018,0.38963979
10/15/2018,0.466645765
10/16/2018,0.403222614
10/17/2018,0.595604492
10/18/2018,0.819738815
10/19/2018,0.812400366
10/20/2018,0.807976785
10/21/2018,0.638760155
10/22/2018,0.532260794
10/23/2018,0.570113929
10/24/2018,0.619457969
10/25/2018,0.380688054
10/26/2018,0.361124349
10/27/2018,0.379357368
10/28/2018,0.181250233
10/29/2018,0.207614472
10/30/2018,0.156247714
10/31/2018,0.097185547
11/1/2018,0.091123372
11/2/2018,0.147764485
11/3/2018,0.381815845
11/4/2018,0.791078396
11/5/2018,1.11739265
11/6/2018,0.760768041
11/7/2018,0.85825816
11/8/2018,0.458862642
11/9/2018,0.484669036
11/10/2018,0.4671415
11/11/2018,0.360254535
11/12/2018,0.362844963
11/13/2018,0.508916505
11/14/2018,0.806397999
11/15/2018,0.701831587
11/16/2018,0.691508566
11/17/2018,0.979531788
11/18/2018,0.687995723
11/19/2018,0.641854888
11/20/2018,0.693161553
11/21/2018,0.648884338
11/22/2018,0.451428871
11/23/2018,0.447063528
11/24/2018,0.386177215
11/25/2018,0.316352014
11/26/2018,0.253477821
11/27/2018,0.183256738
11/28/2018,0.191131279
11/29/2018,0.248775812
11/30/2018,0.424242623
12/1/2018,0.416236751
12/2/2018,0.339298807
12/3/2018,1.11784744
12/4/2018,0.330035765
12/5/2018,0.317920956
12/6/2018,0.569137543
12/7/2018,0.608162273
12/8/2018,0.430241747
12/9/2018,0.284726003
12/10/2018,0.161014993
12/11/2018,0.202050409
12/12/2018,0.395498843
12/13/2018,0.311078599
12/14/2018,0.468141029
12/15/2018,0.37585231
12/16/2018,0.269971555
12/17/2018,#NAME?
12/18/2018,-9999
12/19/2018,0.265968921
12/20/2018,0.26687183
12/21/2018,0.577853614
12/22/2018,0.437025276
12/23/2018,0.328180044
12/24/2018,0.347799772
12/25/2018,0.533910021
12/26/2018,0.502693578
12/27/2018,0.611304396
12/28/2018,0.673621476
12/29/2018,0.560728922
12/30/2018,0.295919702
12/31/2018,0.251876092
1/1/2019,0.264136586
1/2/2019,0.236604672
1/3/2019,0.37235154
1/4/2019,0.819917497
1/5/2019,0.240403059
1/6/2019,0.184356332
1/7/2019,0.204970202
1/8/2019,0.427112277
1/9/2019,0.669336087
1/10/2019,0.822728177
1/11/2019,0.448201206
1/12/2019,0.409861471
1/13/2019,0.315422189
1/14/2019,0.858200371
1/15/2019,0.730928317
1/16/2019,0.398334436
1/17/2019,0.438032418
1/18/2019,0.586116189
1/19/2019,0.732564928
1/20/2019,0.57196283
1/21/2019,0.513491047
1/22/2019,0.341485646
1/23/2019,0.359285252
1/24/2019,0.637964903
1/25/2019,0.512988447
1/26/2019,0.399029085
1/27/2019,0.522795524
1/28/2019,0.497057598
1/29/2019,0.724858027
1/30/2019,0.421655403
1/31/2019,0.31529989
2/1/2019,0.223788221
2/2/2019,0.308735015
2/3/2019,0.389945236
2/4/2019,0.345909037
2/5/2019,0.335239947
2/6/2019,0.525182246
2/7/2019,0.638747724
2/8/2019,0.721892987
2/9/2019,0.872512799
2/10/2019,0.351159118
2/11/2019,0.230560783
2/12/2019,0.266244838
2/13/2019,0.245125931
2/14/2019,0.380741988
2/15/2019,0.552468888
2/16/2019,0.407066319
2/17/2019,0.960344147
2/18/2019,0.616154268
2/19/2019,0.599381285
2/20/2019,0.759903964
2/21/2019,0.553411516
2/22/2019,0.603846521
2/23/2019,0.706288008
2/24/2019,0.39629451
2/25/2019,0.377982781
2/26/2019,0.453760063
2/27/2019,0.432616655
2/28/2019,0.376799434
3/1/2019,0.218938331
3/2/2019,0.285946067
3/3/2019,0.3727045
3/4/2019,1.92774202
3/5/2019,2.27327056
3/6/2019,1.38056926
3/7/2019,0.964834824
3/8/2019,0.423012034
3/9/2019,0.516065456
3/10/2019,0.799944935
3/11/2019,0.775159435
3/12/2019,0.47911235
3/13/2019,0.587950845
3/14/2019,0.534816287
3/15/2019,0.42450914
3/16/2019,0.422396764
3/17/2019,0.644723542
3/18/2019,0.488731836
3/19/2019,0.800768308
3/20/2019,0.436880791
3/21/2019,0.489483462
3/22/2019,1.00883312
3/23/2019,0.459151532
3/24/2019,0.275810989
3/25/2019,0.404241949
3/26/2019,0.692053991
3/27/2019,0.749774323
3/28/2019,0.524217095
3/29/2019,1.01138867
3/30/2019,1.31701947
3/31/2019,1.4998059
4/1/2019,0.401373179
4/2/2019,0.54749174
4/3/2019,0.865488775
4/4/2019,1.00991825
4/5/2019,1.37799478
4/6/2019,0.431204702
4/7/2019,0.332423975
4/8/2019,0.614130937
4/9/2019,0.192569567
4/10/2019,0.454674908
4/11/2019,0.302259915
4/12/2019,0.840712478
4/13/2019,0.691484954
4/14/2019,0.389128201
4/15/2019,0.712475953
4/16/2019,0.736472622
4/17/2019,0.75516907
4/18/2019,0.496358553
4/19/2019,0.38453182
4/20/2019,0.372770177
4/21/2019,0.670831729
4/22/2019,0.524554439
4/23/2019,0.490316619
4/24/2019,0.801682492
4/25/2019,0.483019933
4/26/2019,1.34432712
4/27/2019,0.81590633
4/28/2019,0.513890618
4/29/2019,0.385376808
4/30/2019,0.350793956
5/1/2019,0.465605411
5/2/2019,0.21200001
5/3/2019,-9999
5/4/2019,#NAME?
5/5/2019,0.366122012
5/6/2019,0.37451159
5/7/2019,0.341564284
5/8/2019,0.43815069
5/9/2019,0.582208841
5/10/2019,0.726437921
5/11/2019,0.580627992
5/12/2019,0.976279646
5/13/2019,0.925625253
5/14/2019,0.828427647
5/15/2019,0.447926165
5/16/2019,0.520802804
5/17/2019,0.673507824
5/18/2019,0.2791553
5/19/2019,0.861895869
5/20/2019,0.466920209
5/21/2019,2.29286418
5/22/2019,0.551982259
5/23/2019,1.16692611
5/24/2019,2.18605001
5/25/2019,#NAME?
5/26/2019,0.34881785
5/27/2019,0.209137014
5/28/2019,0.370719679
5/29/2019,0.308436615
5/30/2019,0.595131706
5/31/2019,0.631768398
6/1/2019,1.03073419
6/2/2019,0.530341205
6/3/2019,0.7533782
6/4/2019,0.329110669
6/5/2019,0.559815085
6/6/2019,#NAME?
6/7/2019,0.542000026
6/8/2019,#NAME?
6/9/2019,0.33388375
6/10/2019,0.716228132
6/11/2019,0.700294238
6/12/2019,0.787083377
6/13/2019,0.583102177
6/14/2019,1.09245055
6/15/2019,1.28900006
6/16/2019,0.685967084
6/17/2019,1.73430044
6/18/2019,0.624575065
6/19/2019,0.827398613
6/20/2019,#NAME?
6/21/2019,0.712000034
6/22/2019,0.309000015
6/23/2019,0.678705081
6/24/2019,0.381627541
6/25/2019,#NAME?
6/26/2019,0.586000028
6/27/2019,-9999
6/28/2019,0.711913669
6/29/2019,2.09904399
6/30/2019,0.845592502
7/1/2019,0.201254278
7/2/2019,0.487993211
7/3/2019,0.387895358
7/4/2019,0.276469823
7/5/2019,-9999
7/6/2019,-9999
7/7/2019,-9999
7/8/2019,-9999
7/9/2019,-9999
7/10/2019,-9999
7/11/2019,-9999
7/12/2019,#NAME?
7/13/2019,-9999
7/14/2019,-9999
7/15/2019,-9999
7/16/2019,1.39754103
7/17/2019,1.00142291
7/18/2019,1.14033452
7/19/2019,0.708054976
7/20/2019,0.525684319
7/21/2019,0.396788792
7/22/2019,-9999
7/23/2019,0.507994184
7/24/2019,#NAME?
7/25/2019,-9999
7/26/2019,-9999
7/27/2019,-9999
7/28/2019,0.155971788
7/29/2019,#NAME?
7/30/2019,-9999
7/31/2019,-9999
8/1/2019,0.505142881
8/2/2019,0.18747913
8/3/2019,0.171000008
8/4/2019,0.377241616
8/5/2019,0.227130147
8/6/2019,0.247820073
8/7/2019,0.213472247
8/8/2019,0.596000028
8/9/2019,#NAME?
8/10/2019,0.623592231
8/11/2019,0.339210779
8/12/2019,0.345007297
8/13/2019,0.484679024
8/14/2019,#NAME?
8/15/2019,#NAME?
8/16/2019,-9999
8/17/2019,1.30314805
8/18/2019,0.478666689
8/19/2019,0.457430943
8/20/2019,0.541000026
8/21/2019,0.801000038
8/22/2019,0.654972815
8/23/2019,-9999
8/24/2019,0.118021057
8/25/2019,0.175363683
8/26/2019,0.325305019
8/27/2019,0.346205045
8/28/2019,-9999
8/29/2019,0.280174498
8/30/2019,0.404000019
8/31/2019,0.498198585
9/1/2019,0.276696833
9/2/2019,0.224192081
9/3/2019,0.236278853
9/4/2019,0.279000013
9/5/2019,#NAME?
9/6/2019,0.145139232
9/7/2019,0.198726272
9/8/2019,-9999
9/9/2019,#NAME?
9/10/2019,-9999
9/11/2019,0.43000002
9/12/2019,-9999
9/13/2019,-9999
9/14/2019,#NAME?
9/15/2019,0.302811109
9/16/2019,0.107128902
9/17/2019,#NAME?
9/18/2019,0.224158613
9/19/2019,0.322114614
9/20/2019,0.296080189
9/21/2019,0.368169176
9/22/2019,0.305220348
9/23/2019,0.233980665
9/24/2019,#NAME?
9/25/2019,0.505000024
9/26/2019,-9999
9/27/2019,0.130078229
9/28/2019,0.238380677
9/29/2019,0.443714307
9/30/2019,#NAME?
10/1/2019,-9999
10/2/2019,0.274899025
10/3/2019,0.661000031
10/4/2019,0.751275975
10/5/2019,0.809000038
10/6/2019,0.5887349
10/7/2019,0.580769437
10/8/2019,0.115553773
10/9/2019,0.21691101
10/10/2019,#NAME?
10/11/2019,0.189574408
10/12/2019,0.535360005
10/13/2019,0.404916852
10/14/2019,0.412866874
10/15/2019,0.436795488
10/16/2019,0.373418275
10/17/2019,0.298822464
10/18/2019,0.23255208
10/19/2019,0.332884389
10/20/2019,0.533565774
10/21/2019,0.822273753
10/22/2019,0.820009696
10/23/2019,0.399699847
10/24/2019,#NAME?
10/25/2019,0.542000026
10/26/2019,0.147000007
10/27/2019,0.118373553
10/28/2019,0.275329917
10/29/2019,0.164599584
10/30/2019,0.295294605
10/31/2019,0.49747797
11/1/2019,0.344685363
11/2/2019,0.219187287
11/3/2019,0.197259543
11/4/2019,0.309135851
11/5/2019,0.759092354
11/6/2019,0.724810277
11/7/2019,0.267543612
11/8/2019,0.436602559
11/9/2019,#NAME?
11/10/2019,0.193333343
11/11/2019,0.217190178
11/12/2019,0.465511875
11/13/2019,0.566590129
11/14/2019,0.148774913
11/15/2019,0.177092757
11/16/2019,0.360833264
11/17/2019,0.571652171
11/18/2019,0.590057865
11/19/2019,0.715388493
11/20/2019,0.561931737
11/21/2019,0.408026679
11/22/2019,0.438590078
