Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
,,1/1/2021 0:00,2021,1,1,0,221,UG/M3,Valid,221,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 2:00,2021,1,1,2,218.4,268,Very Unhealthy,221,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 3:00,2021,1,1,3,215.2,265,Very Unhealthy,212,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 4:00,2021,1,1,4,197.1,247,Very Unhealthy,179,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 5:00,2021,1,1,5,188,238,Very Unhealthy,179,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 6:00,2021,1,1,6,179.2,229,Very Unhealthy,155,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 7:00,2021,1,1,7,165,215,Very Unhealthy,142,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 8:00,2021,1,1,8,163.9,214,Very Unhealthy,162,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 9:00,2021,1,1,9,173.2,223,Very Unhealthy,189,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 10:00,2021,1,1,10,199.9,250,Very Unhealthy,239,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 11:00,2021,1,1,11,193.8,244,Very Unhealthy,185,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 12:00,2021,1,1,12,204.4,254,Very Unhealthy,220,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 13:00,2021,1,1,13,136.4,193,Unhealthy,65,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 14:00,2021,1,1,14,108.1,178,Unhealthy,80,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 15:00,2021,1,1,15,88.5,168,Unhealthy,69,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 16:00,2021,1,1,16,81.2,164,Unhealthy,74,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 17:00,2021,1,1,17,76.6,162,Unhealthy,72,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 18:00,2021,1,1,18,78.3,163,Unhealthy,80,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 19:00,2021,1,1,19,103.1,176,Unhealthy,128,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 20:00,2021,1,1,20,132,190,Unhealthy,161,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 21:00,2021,1,1,21,148.5,199,Unhealthy,165,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 22:00,2021,1,1,22,154.2,205,Very Unhealthy,160,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/1/2021 23:00,2021,1,1,23,163.6,214,Very Unhealthy,173,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 0:00,2021,1,2,0,177.8,228,Very Unhealthy,192,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 1:00,2021,1,2,1,174.9,225,Very Unhealthy,172,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 2:00,2021,1,2,2,168.4,219,Very Unhealthy,162,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 3:00,2021,1,2,3,168.7,219,Very Unhealthy,169,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 4:00,2021,1,2,4,168.3,219,Very Unhealthy,168,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 5:00,2021,1,2,5,164.2,215,Very Unhealthy,160,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 6:00,2021,1,2,6,163.8,214,Very Unhealthy,160,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 7:00,2021,1,2,7,166.5,217,Very Unhealthy,168,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 8:00,2021,1,2,8,168.9,219,Very Unhealthy,179,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 9:00,2021,1,2,9,171.8,222,Very Unhealthy,184,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 10:00,2021,1,2,10,173.4,224,Very Unhealthy,179,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 11:00,2021,1,2,11,169.9,220,Very Unhealthy,155,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 12:00,2021,1,2,12,140.8,195,Unhealthy,105,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 13:00,2021,1,2,13,120.2,184,Unhealthy,99,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 14:00,2021,1,2,14,107.9,178,Unhealthy,96,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 15:00,2021,1,2,15,91.8,170,Unhealthy,77,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 16:00,2021,1,2,16,73.9,161,Unhealthy,56,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 17:00,2021,1,2,17,67.9,157,Unhealthy,62,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 18:00,2021,1,2,18,81.4,164,Unhealthy,95,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 19:00,2021,1,2,19,115.7,182,Unhealthy,150,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 20:00,2021,1,2,20,137.8,193,Unhealthy,160,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 21:00,2021,1,2,21,149.9,200,Unhealthy,162,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 22:00,2021,1,2,22,145.4,197,Unhealthy,141,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/2/2021 23:00,2021,1,2,23,146.2,198,Unhealthy,147,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 0:00,2021,1,3,0,151.1,202,Very Unhealthy,156,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 1:00,2021,1,3,1,152.5,203,Very Unhealthy,154,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 2:00,2021,1,3,2,155.2,206,Very Unhealthy,158,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 3:00,2021,1,3,3,156.6,207,Very Unhealthy,158,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 4:00,2021,1,3,4,163.3,214,Very Unhealthy,170,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 5:00,2021,1,3,5,167.2,218,Very Unhealthy,173,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 6:00,2021,1,3,6,161.4,212,Very Unhealthy,163,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 7:00,2021,1,3,7,161.3,212,Very Unhealthy,160,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 8:00,2021,1,3,8,162.7,213,Very Unhealthy,168,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 9:00,2021,1,3,9,160.7,211,Very Unhealthy,153,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 10:00,2021,1,3,10,170.1,220,Very Unhealthy,196,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 11:00,2021,1,3,11,174,224,Very Unhealthy,189,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 12:00,2021,1,3,12,137.6,193,Unhealthy,92,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 13:00,2021,1,3,13,119.8,184,Unhealthy,102,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 14:00,2021,1,3,14,103.8,176,Unhealthy,88,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 15:00,2021,1,3,15,95.9,172,Unhealthy,88,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 16:00,2021,1,3,16,97.4,173,Unhealthy,99,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 17:00,2021,1,3,17,85.7,167,Unhealthy,74,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 18:00,2021,1,3,18,88.8,168,Unhealthy,92,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 19:00,2021,1,3,19,115.4,182,Unhealthy,142,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 20:00,2021,1,3,20,153.7,204,Very Unhealthy,192,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 21:00,2021,1,3,21,165.8,216,Very Unhealthy,178,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 22:00,2021,1,3,22,180.9,231,Very Unhealthy,196,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/3/2021 23:00,2021,1,3,23,191.4,242,Very Unhealthy,202,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 0:00,2021,1,4,0,199.2,249,Very Unhealthy,207,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 1:00,2021,1,4,1,208.6,259,Very Unhealthy,218,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 2:00,2021,1,4,2,212.3,262,Very Unhealthy,216,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 3:00,2021,1,4,3,219.6,269,Very Unhealthy,227,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 4:00,2021,1,4,4,246.3,296,Very Unhealthy,273,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 5:00,2021,1,4,5,243.2,293,Very Unhealthy,240,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 6:00,2021,1,4,6,250.5,301,Hazardous,259,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 7:00,2021,1,4,7,231.7,281,Very Unhealthy,207,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 8:00,2021,1,4,8,248,298,Very Unhealthy,277,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 9:00,2021,1,4,9,243.7,293,Very Unhealthy,239,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 10:00,2021,1,4,10,214.2,264,Very Unhealthy,167,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 11:00,2021,1,4,11,153.2,204,Very Unhealthy,100,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 12:00,2021,1,4,12,115.1,182,Unhealthy,77,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 13:00,2021,1,4,13,99.5,174,Unhealthy,84,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 14:00,2021,1,4,14,93.2,170,Unhealthy,87,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 15:00,2021,1,4,15,95.1,171,Unhealthy,97,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 16:00,2021,1,4,16,85,166,Unhealthy,75,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 17:00,2021,1,4,17,83.9,166,Unhealthy,83,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 18:00,2021,1,4,18,88.4,168,Unhealthy,93,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 19:00,2021,1,4,19,122.7,186,Unhealthy,157,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 20:00,2021,1,4,20,172.8,223,Very Unhealthy,223,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 21:00,2021,1,4,21,201.4,251,Very Unhealthy,230,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 22:00,2021,1,4,22,228.7,278,Very Unhealthy,256,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/4/2021 23:00,2021,1,4,23,245.3,295,Very Unhealthy,262,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 0:00,2021,1,5,0,268.2,319,Hazardous,291,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 1:00,2021,1,5,1,253.6,304,Hazardous,239,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 2:00,2021,1,5,2,238.3,288,Very Unhealthy,223,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 3:00,2021,1,5,3,230.1,280,Very Unhealthy,222,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 4:00,2021,1,5,4,230.1,280,Very Unhealthy,230,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 5:00,2021,1,5,5,219.5,269,Very Unhealthy,209,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 6:00,2021,1,5,6,208.4,258,Very Unhealthy,194,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 7:00,2021,1,5,7,221.7,272,Very Unhealthy,235,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 8:00,2021,1,5,8,231.2,281,Very Unhealthy,250,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 9:00,2021,1,5,9,232.8,283,Very Unhealthy,236,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 10:00,2021,1,5,10,201.1,251,Very Unhealthy,160,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 11:00,2021,1,5,11,153.9,204,Very Unhealthy,110,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 12:00,2021,1,5,12,127.4,188,Unhealthy,101,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 13:00,2021,1,5,13,123.2,186,Unhealthy,119,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 14:00,2021,1,5,14,118,183,Unhealthy,113,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 15:00,2021,1,5,15,104.5,176,Unhealthy,91,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 16:00,2021,1,5,16,84.7,166,Unhealthy,65,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 17:00,2021,1,5,17,82.3,165,Unhealthy,80,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 18:00,2021,1,5,18,106.1,177,Unhealthy,130,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 19:00,2021,1,5,19,141,195,Unhealthy,176,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 20:00,2021,1,5,20,169.5,220,Very Unhealthy,198,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 21:00,2021,1,5,21,193.2,243,Very Unhealthy,217,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 22:00,2021,1,5,22,202.6,253,Very Unhealthy,212,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/5/2021 23:00,2021,1,5,23,214.8,265,Very Unhealthy,227,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 0:00,2021,1,6,0,288.4,339,Hazardous,362,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 1:00,2021,1,6,1,302.2,352,Hazardous,316,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 2:00,2021,1,6,2,276.1,326,Hazardous,250,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 3:00,2021,1,6,3,299,349,Hazardous,322,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 4:00,2021,1,6,4,282.5,333,Hazardous,266,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 5:00,2021,1,6,5,267.8,318,Hazardous,253,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 6:00,2021,1,6,6,254.4,305,Hazardous,241,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 7:00,2021,1,6,7,240,290,Very Unhealthy,220,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 8:00,2021,1,6,8,231.5,281,Very Unhealthy,216,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 9:00,2021,1,6,9,201.7,252,Very Unhealthy,177,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 10:00,2021,1,6,10,169.3,220,Very Unhealthy,137,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 11:00,2021,1,6,11,124.6,187,Unhealthy,80,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 12:00,2021,1,6,12,114.3,181,Unhealthy,104,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 13:00,2021,1,6,13,105.6,177,Unhealthy,97,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 14:00,2021,1,6,14,94.2,171,Unhealthy,83,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 15:00,2021,1,6,15,85.6,167,Unhealthy,77,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 16:00,2021,1,6,16,80.7,164,Unhealthy,76,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 17:00,2021,1,6,17,69.8,158,Unhealthy,59,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 18:00,2021,1,6,18,86.4,167,Unhealthy,103,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 19:00,2021,1,6,19,126.7,188,Unhealthy,167,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 20:00,2021,1,6,20,159.8,210,Very Unhealthy,193,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 21:00,2021,1,6,21,183.9,234,Very Unhealthy,208,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 22:00,2021,1,6,22,205.4,255,Very Unhealthy,227,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/6/2021 23:00,2021,1,6,23,239.2,289,Very Unhealthy,273,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 0:00,2021,1,7,0,262.6,313,Hazardous,286,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 1:00,2021,1,7,1,283.8,334,Hazardous,305,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 2:00,2021,1,7,2,275.4,326,Hazardous,267,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 3:00,2021,1,7,3,281.2,331,Hazardous,287,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 4:00,2021,1,7,4,307.6,358,Hazardous,334,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 5:00,2021,1,7,5,293.3,343,Hazardous,279,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 6:00,2021,1,7,6,257.1,308,Hazardous,221,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 7:00,2021,1,7,7,246.1,296,Very Unhealthy,224,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 8:00,2021,1,7,8,244.4,294,Very Unhealthy,236,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 9:00,2021,1,7,9,255.5,306,Hazardous,272,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 10:00,2021,1,7,10,243.3,293,Very Unhealthy,220,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 11:00,2021,1,7,11,184.7,235,Very Unhealthy,132,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 12:00,2021,1,7,12,163.8,214,Very Unhealthy,143,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 13:00,2021,1,7,13,168.9,219,Very Unhealthy,174,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 14:00,2021,1,7,14,159.9,210,Very Unhealthy,151,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 15:00,2021,1,7,15,135.9,193,Unhealthy,112,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 16:00,2021,1,7,16,119.4,184,Unhealthy,103,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 17:00,2021,1,7,17,111.7,180,Unhealthy,104,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 18:00,2021,1,7,18,126.8,188,Unhealthy,142,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 19:00,2021,1,7,19,146.4,198,Unhealthy,166,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 20:00,2021,1,7,20,191.7,242,Very Unhealthy,237,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 21:00,2021,1,7,21,243.3,293,Very Unhealthy,295,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 22:00,2021,1,7,22,259.1,310,Hazardous,275,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/7/2021 23:00,2021,1,7,23,286.1,336,Hazardous,313,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 0:00,2021,1,8,0,349.5,399,Hazardous,413,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 1:00,2021,1,8,1,371.8,415,Hazardous,394,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 2:00,2021,1,8,2,330.9,381,Hazardous,290,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 3:00,2021,1,8,3,253.9,304,Hazardous,177,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 4:00,2021,1,8,4,256.5,307,Hazardous,259,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 5:00,2021,1,8,5,237.2,287,Very Unhealthy,218,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 6:00,2021,1,8,6,229.1,279,Very Unhealthy,221,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 7:00,2021,1,8,7,230.5,280,Very Unhealthy,232,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 8:00,2021,1,8,8,219.2,269,Very Unhealthy,208,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 9:00,2021,1,8,9,219.1,269,Very Unhealthy,219,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 10:00,2021,1,8,10,239,289,Very Unhealthy,259,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 11:00,2021,1,8,11,209,259,Very Unhealthy,179,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 12:00,2021,1,8,12,178.9,229,Very Unhealthy,149,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 13:00,2021,1,8,13,172.2,223,Very Unhealthy,164,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 14:00,2021,1,8,14,139.2,194,Unhealthy,107,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 15:00,2021,1,8,15,131,190,Unhealthy,123,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 16:00,2021,1,8,16,93.5,171,Unhealthy,56,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 17:00,2021,1,8,17,80.7,164,Unhealthy,68,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 18:00,2021,1,8,18,84.8,166,Unhealthy,89,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 19:00,2021,1,8,19,94.4,171,Unhealthy,104,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 20:00,2021,1,8,20,115.1,182,Unhealthy,136,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 21:00,2021,1,8,21,138.5,194,Unhealthy,162,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 22:00,2021,1,8,22,157.2,208,Very Unhealthy,176,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/8/2021 23:00,2021,1,8,23,174.6,225,Very Unhealthy,192,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 0:00,2021,1,9,0,184.8,235,Very Unhealthy,195,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 1:00,2021,1,9,1,193.9,244,Very Unhealthy,203,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 2:00,2021,1,9,2,198.4,248,Very Unhealthy,203,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 3:00,2021,1,9,3,203.7,254,Very Unhealthy,209,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 4:00,2021,1,9,4,213.3,263,Very Unhealthy,223,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 5:00,2021,1,9,5,220.2,270,Very Unhealthy,227,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 6:00,2021,1,9,6,230.1,280,Very Unhealthy,240,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 7:00,2021,1,9,7,231.7,281,Very Unhealthy,237,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 8:00,2021,1,9,8,228.7,278,Very Unhealthy,231,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 9:00,2021,1,9,9,226.4,276,Very Unhealthy,225,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,1/9/2021 10:00,2021,1,9,10,228.2,278,Very Unhealthy,240,UG/M3,1 Hr,Valid
