Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Dhaka,PM2.5 - Principal,5/21/2021 16:00,2021,5,21,16,20.3,68,Moderate,24,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/21/2021 17:00,2021,5,21,17,20.1,68,Moderate,20,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/21/2021 18:00,2021,5,21,18,21.5,71,Moderate,23,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/21/2021 19:00,2021,5,21,19,24.2,76,Moderate,27,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/21/2021 20:00,2021,5,21,20,24.6,77,Moderate,25,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/21/2021 21:00,2021,5,21,21,29.8,88,Moderate,35,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/21/2021 22:00,2021,5,21,22,27.4,83,Moderate,25,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/21/2021 23:00,2021,5,21,23,24.7,77,Moderate,22,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 0:00,2021,5,22,0,19.3,66,Moderate,14,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 1:00,2021,5,22,1,17.6,63,Moderate,16,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 2:00,2021,5,22,2,17.6,63,Moderate,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,5/22/2021 3:00,2021,5,22,3,16.5,60,Moderate,16,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 4:00,2021,5,22,4,13.9,55,Moderate,12,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 5:00,2021,5,22,5,17.7,63,Moderate,21,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 6:00,2021,5,22,6,19.9,67,Moderate,22,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 7:00,2021,5,22,7,17.9,63,Moderate,16,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 8:00,2021,5,22,8,16.4,60,Moderate,15,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 9:00,2021,5,22,9,20.7,69,Moderate,25,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 10:00,2021,5,22,10,20.3,68,Moderate,20,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 11:00,2021,5,22,11,24.6,77,Moderate,29,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 12:00,2021,5,22,12,26.3,81,Moderate,28,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 13:00,2021,5,22,13,24.6,77,Moderate,23,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 14:00,2021,5,22,14,20.8,69,Moderate,17,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 15:00,2021,5,22,15,18.9,65,Moderate,17,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 16:00,2021,5,22,16,21.9,72,Moderate,25,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 17:00,2021,5,22,17,22.4,73,Moderate,23,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 18:00,2021,5,22,18,22.2,72,Moderate,22,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 19:00,2021,5,22,19,26.6,81,Moderate,31,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 20:00,2021,5,22,20,29.6,88,Moderate,33,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 21:00,2021,5,22,21,34.9,99,Moderate,40,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 22:00,2021,5,22,22,36.4,103,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/22/2021 23:00,2021,5,22,23,36.2,103,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 0:00,2021,5,23,0,33.1,95,Moderate,30,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 1:00,2021,5,23,1,29,87,Moderate,25,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 2:00,2021,5,23,2,29,87,Moderate,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,5/23/2021 3:00,2021,5,23,3,22.3,72,Moderate,19,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 4:00,2021,5,23,4,24.4,77,Moderate,26,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 5:00,2021,5,23,5,24.2,76,Moderate,24,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 6:00,2021,5,23,6,28.7,86,Moderate,33,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 7:00,2021,5,23,7,47.1,130,Unhealthy for Sensitive Groups,65,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 8:00,2021,5,23,8,50.1,137,Unhealthy for Sensitive Groups,53,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 9:00,2021,5,23,9,49,134,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 10:00,2021,5,23,10,48,132,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 11:00,2021,5,23,11,40.5,113,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 12:00,2021,5,23,12,55.2,150,Unhealthy for Sensitive Groups,70,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 13:00,2021,5,23,13,55.6,151,Unhealthy,56,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 14:00,2021,5,23,14,46.8,129,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 15:00,2021,5,23,15,45.9,127,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 16:00,2021,5,23,16,45.4,125,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 17:00,2021,5,23,17,44.7,124,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 18:00,2021,5,23,18,43.3,120,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 19:00,2021,5,23,19,42.1,117,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 20:00,2021,5,23,20,45,124,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 21:00,2021,5,23,21,58.5,153,Unhealthy,72,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 22:00,2021,5,23,22,54.2,147,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/23/2021 23:00,2021,5,23,23,62.5,155,Unhealthy,72,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 0:00,2021,5,24,0,65.5,156,Unhealthy,69,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 1:00,2021,5,24,1,83,165,Unhealthy,100,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 2:00,2021,5,24,2,83,165,Unhealthy,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,5/24/2021 3:00,2021,5,24,3,41.6,116,Unhealthy for Sensitive Groups,21,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 4:00,2021,5,24,4,33.8,97,Moderate,28,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 5:00,2021,5,24,5,69.1,158,Unhealthy,100,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 6:00,2021,5,24,6,77.3,162,Unhealthy,85,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 7:00,2021,5,24,7,70,158,Unhealthy,63,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 8:00,2021,5,24,8,60.9,154,Unhealthy,52,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 9:00,2021,5,24,9,56.9,152,Unhealthy,53,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 10:00,2021,5,24,10,53.4,145,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 11:00,2021,5,24,11,66.7,157,Unhealthy,80,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 12:00,2021,5,24,12,49.8,136,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 13:00,2021,5,24,13,41.9,117,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 14:00,2021,5,24,14,31.4,92,Moderate,21,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 15:00,2021,5,24,15,27.2,83,Moderate,23,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 16:00,2021,5,24,16,25.6,79,Moderate,24,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 17:00,2021,5,24,17,27.2,83,Moderate,29,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 18:00,2021,5,24,18,42.6,118,Unhealthy for Sensitive Groups,58,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 19:00,2021,5,24,19,46.8,129,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 20:00,2021,5,24,20,43.9,122,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 21:00,2021,5,24,21,32.4,94,Moderate,21,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 22:00,2021,5,24,22,25.7,80,Moderate,19,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/24/2021 23:00,2021,5,24,23,20.8,69,Moderate,16,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 0:00,2021,5,25,0,12.9,53,Moderate,5,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 1:00,2021,5,25,1,22.4,73,Moderate,32,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 2:00,2021,5,25,2,22.4,73,Moderate,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,5/25/2021 3:00,2021,5,25,3,9.4,39,Good,3,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 4:00,2021,5,25,4,5.2,22,Good,2,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 5:00,2021,5,25,5,4,17,Good,3,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 6:00,2021,5,25,6,4,17,Good,4,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 7:00,2021,5,25,7,3.4,14,Good,3,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 8:00,2021,5,25,8,3.7,15,Good,4,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 9:00,2021,5,25,9,4.3,18,Good,5,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 10:00,2021,5,25,10,5.1,21,Good,6,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 11:00,2021,5,25,11,6.5,27,Good,8,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 12:00,2021,5,25,12,6.7,28,Good,7,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 13:00,2021,5,25,13,7.8,33,Good,9,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 14:00,2021,5,25,14,10.9,45,Good,14,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 15:00,2021,5,25,15,10.9,45,Good,11,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 16:00,2021,5,25,16,11.4,48,Good,12,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 17:00,2021,5,25,17,14.2,55,Moderate,17,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 18:00,2021,5,25,18,17.6,63,Moderate,21,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 19:00,2021,5,25,19,27.8,84,Moderate,38,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 20:00,2021,5,25,20,33.9,97,Moderate,40,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 21:00,2021,5,25,21,23.4,75,Moderate,13,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 22:00,2021,5,25,22,15.7,59,Moderate,8,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/25/2021 23:00,2021,5,25,23,10.3,43,Good,5,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 0:00,2021,5,26,0,16.6,60,Moderate,23,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 1:00,2021,5,26,1,33.8,97,Moderate,51,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 2:00,2021,5,26,2,33.8,97,Moderate,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,5/26/2021 3:00,2021,5,26,3,16.6,60,Moderate,8,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 4:00,2021,5,26,4,12.8,52,Moderate,10,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 5:00,2021,5,26,5,13.4,54,Moderate,14,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 6:00,2021,5,26,6,11.6,48,Good,10,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 7:00,2021,5,26,7,9.8,41,Good,8,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 8:00,2021,5,26,8,15.4,58,Moderate,21,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 9:00,2021,5,26,9,21.2,70,Moderate,27,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 10:00,2021,5,26,10,19.1,66,Moderate,17,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 11:00,2021,5,26,11,25,78,Moderate,31,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 12:00,2021,5,26,12,29,87,Moderate,33,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 13:00,2021,5,26,13,35,99,Moderate,41,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 14:00,2021,5,26,14,30,89,Moderate,25,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 15:00,2021,5,26,15,31,91,Moderate,32,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 16:00,2021,5,26,16,33.5,96,Moderate,36,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 17:00,2021,5,26,17,34.2,97,Moderate,35,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 18:00,2021,5,26,18,40.1,112,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 19:00,2021,5,26,19,43.5,121,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 20:00,2021,5,26,20,48.7,134,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 21:00,2021,5,26,21,40.8,114,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 22:00,2021,5,26,22,45.9,127,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/26/2021 23:00,2021,5,26,23,44.9,124,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 0:00,2021,5,27,0,33.9,97,Moderate,23,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 1:00,2021,5,27,1,28.9,86,Moderate,24,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 2:00,2021,5,27,2,28.9,86,Moderate,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,5/27/2021 3:00,2021,5,27,3,42.3,118,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 4:00,2021,5,27,4,46.7,129,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 5:00,2021,5,27,5,54.3,147,Unhealthy for Sensitive Groups,61,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 6:00,2021,5,27,6,43.3,120,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 7:00,2021,5,27,7,42.6,118,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 8:00,2021,5,27,8,44.8,124,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 9:00,2021,5,27,9,35.3,100,Moderate,26,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 10:00,2021,5,27,10,33.6,96,Moderate,32,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 11:00,2021,5,27,11,35.3,100,Moderate,37,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 12:00,2021,5,27,12,34.6,98,Moderate,34,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 13:00,2021,5,27,13,31.3,91,Moderate,28,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 14:00,2021,5,27,14,32.1,93,Moderate,33,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 15:00,2021,5,27,15,29.5,88,Moderate,27,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 16:00,2021,5,27,16,29.7,88,Moderate,30,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 17:00,2021,5,27,17,33,95,Moderate,37,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 18:00,2021,5,27,18,29.9,88,Moderate,26,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 19:00,2021,5,27,19,29.5,88,Moderate,29,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 20:00,2021,5,27,20,30.8,90,Moderate,33,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 21:00,2021,5,27,21,32.4,94,Moderate,36,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 22:00,2021,5,27,22,30.5,90,Moderate,26,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/27/2021 23:00,2021,5,27,23,29.4,87,Moderate,27,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 0:00,2021,5,28,0,46.7,129,Unhealthy for Sensitive Groups,65,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 1:00,2021,5,28,1,67.8,157,Unhealthy,89,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 2:00,2021,5,28,2,67.8,157,Unhealthy,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,5/28/2021 3:00,2021,5,28,3,58.6,153,Unhealthy,54,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 4:00,2021,5,28,4,44.5,123,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 5:00,2021,5,28,5,38.3,108,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 6:00,2021,5,28,6,43.3,120,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 7:00,2021,5,28,7,40.6,114,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 8:00,2021,5,28,8,36.7,104,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 9:00,2021,5,28,9,41.9,117,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 10:00,2021,5,28,10,39.4,111,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 11:00,2021,5,28,11,37.7,106,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 12:00,2021,5,28,12,32.3,93,Moderate,27,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 13:00,2021,5,28,13,34.6,98,Moderate,37,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 14:00,2021,5,28,14,26.3,81,Moderate,18,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 15:00,2021,5,28,15,27.1,83,Moderate,28,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 16:00,2021,5,28,16,27.5,83,Moderate,28,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 17:00,2021,5,28,17,34.2,97,Moderate,41,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 18:00,2021,5,28,18,33.1,95,Moderate,32,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 19:00,2021,5,28,19,33,95,Moderate,33,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 20:00,2021,5,28,20,32,93,Moderate,31,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 21:00,2021,5,28,21,36.5,103,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 22:00,2021,5,28,22,63.2,155,Unhealthy,90,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/28/2021 23:00,2021,5,28,23,84.1,166,Unhealthy,105,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 0:00,2021,5,29,0,120.5,185,Unhealthy,157,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 1:00,2021,5,29,1,233.3,283,Very Unhealthy,346,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 2:00,2021,5,29,2,233.3,283,Very Unhealthy,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,5/29/2021 3:00,2021,5,29,3,121.7,185,Unhealthy,66,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 4:00,2021,5,29,4,105.9,177,Unhealthy,94,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 5:00,2021,5,29,5,80.8,164,Unhealthy,59,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 6:00,2021,5,29,6,70.1,159,Unhealthy,60,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 7:00,2021,5,29,7,52.7,143,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 8:00,2021,5,29,8,44.8,124,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 9:00,2021,5,29,9,49.4,135,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 10:00,2021,5,29,10,56.2,151,Unhealthy,63,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 11:00,2021,5,29,11,44,122,Unhealthy for Sensitive Groups,32,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 12:00,2021,5,29,12,35.5,101,Unhealthy for Sensitive Groups,27,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 13:00,2021,5,29,13,32.7,94,Moderate,30,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 14:00,2021,5,29,14,34.3,98,Moderate,36,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 15:00,2021,5,29,15,35.1,99,Moderate,36,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 16:00,2021,5,29,16,36,102,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 17:00,2021,5,29,17,34.5,98,Moderate,33,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 18:00,2021,5,29,18,35.2,100,Moderate,36,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 19:00,2021,5,29,19,38.6,109,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 20:00,2021,5,29,20,40.8,114,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 21:00,2021,5,29,21,39.4,111,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 22:00,2021,5,29,22,40.1,112,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/29/2021 23:00,2021,5,29,23,41.2,115,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/30/2021 0:00,2021,5,30,0,43.7,121,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
