date, pm25
12/1/2016,169
12/2/2016,177
12/3/2016,206
12/4/2016,167
12/5/2016,188
12/6/2016,191
12/7/2016,192
12/8/2016,175
12/9/2016,199
12/10/2016,199
12/11/2016,202
12/12/2016,196
12/13/2016,207
12/14/2016,230
12/15/2016,235
12/16/2016,226
12/17/2016,245
12/18/2016,247
12/19/2016,239
12/20/2016,223
12/21/2016,267
12/22/2016,278
12/23/2016,294
12/24/2016,336
12/25/2016,252
12/26/2016,268
12/27/2016,218
12/28/2016,205
12/29/2016,211
12/30/2016,228
12/31/2016,249
1/1/2017,285
7/1/2016,79
7/2/2016,72
7/3/2016,78
7/4/2016,74
7/5/2016,67
7/6/2016,64
7/7/2016,69
7/8/2016,59
7/9/2016,50
7/10/2016,66
7/11/2016,64
7/12/2016,75
7/13/2016,81
7/14/2016,89
7/15/2016,84
7/16/2016,95
7/17/2016,85
7/18/2016,92
7/19/2016,100
7/20/2016,109
7/21/2016,110
7/22/2016,90
7/23/2016,88
7/24/2016,104
7/25/2016,84
7/26/2016,80
7/27/2016,90
7/28/2016,94
7/29/2016,152
7/30/2016,123
7/31/2016,96
8/1/2016,94
8/2/2016,63
8/3/2016,87
8/4/2016,65
8/5/2016,64
8/6/2016,69
8/7/2016,70
8/8/2016,76
8/9/2016,66
8/10/2016,56
8/11/2016,87
8/12/2016,96
8/13/2016,115
8/14/2016,122
8/15/2016,109
8/16/2016,73
8/17/2016,56
8/18/2016,102
8/19/2016,120
8/20/2016,136
8/21/2016,112
8/22/2016,105
8/23/2016,158
8/24/2016,156
8/25/2016,153
8/26/2016,90
8/27/2016,101
8/28/2016,115
8/29/2016,114
8/30/2016,88
8/31/2016,75
9/1/2016,100
9/2/2016,107
9/3/2016,93
9/4/2016,87
9/5/2016,76
9/6/2016,85
9/7/2016,103
9/8/2016,126
9/9/2016,128
9/10/2016,130
9/11/2016,114
9/12/2016,116
9/13/2016,82
9/14/2016,90
9/15/2016,89
9/16/2016,84
9/17/2016,74
9/18/2016,87
9/19/2016,90
9/20/2016,92
9/21/2016,94
9/22/2016,99
9/23/2016,92
9/24/2016,79
9/25/2016,93
9/26/2016,104
9/27/2016,133
9/28/2016,157
9/29/2016,122
9/30/2016,109
4/1/2016,128
4/2/2016,145
4/3/2016,143
4/4/2016,121
4/5/2016,118
4/6/2016,144
4/7/2016,144
4/8/2016,144
4/9/2016,135
4/10/2016,135
4/11/2016,136
4/12/2016,146
4/13/2016,149
4/14/2016,118
4/15/2016,128
4/16/2016,116
4/17/2016,111
4/18/2016,120
4/19/2016,114
4/20/2016,131
4/21/2016,112
4/22/2016,127
4/23/2016,122
4/24/2016,128
4/25/2016,121
4/26/2016,115
4/27/2016,116
4/28/2016,122
4/29/2016,136
4/30/2016,126
5/1/2016,122
5/2/2016,127
5/3/2016,138
5/4/2016,113
5/5/2016,145
5/6/2016,147
5/7/2016,134
5/8/2016,124
5/9/2016,164
5/10/2016,166
5/11/2016,158
5/12/2016,148
5/13/2016,103
5/14/2016,118
5/15/2016,109
5/16/2016,96
5/17/2016,79
5/18/2016,93
5/19/2016,81
5/20/2016,72
5/21/2016,54
5/22/2016,133
5/23/2016,115
5/24/2016,134
5/25/2016,131
5/26/2016,139
5/27/2016,134
5/28/2016,112
5/29/2016,125
5/30/2016,147
5/31/2016,142
6/1/2016,140
6/2/2016,155
6/3/2016,128
6/4/2016,119
6/5/2016,120
6/6/2016,117
6/7/2016,125
6/8/2016,92
6/9/2016,85
6/10/2016,92
6/11/2016,137
6/12/2016,115
6/13/2016,116
6/14/2016,129
6/15/2016,122
6/16/2016,133
6/17/2016,101
6/18/2016,89
6/19/2016,101
6/20/2016,72
6/21/2016,73
6/22/2016,73
6/23/2016,87
6/24/2016,77
6/25/2016,94
6/26/2016,118
6/27/2016,77
6/28/2016,73
6/29/2016,96
6/30/2016,93
3/8/2016,176
3/9/2016,179
3/10/2016,181
3/11/2016,174
3/12/2016,178
3/13/2016,170
3/14/2016,176
3/15/2016,198
3/16/2016,205
3/17/2016,191
3/18/2016,196
3/19/2016,152
3/20/2016,167
3/21/2016,155
3/22/2016,157
3/23/2016,165
3/24/2016,181
3/25/2016,195
3/26/2016,237
3/27/2016,160
3/28/2016,122
3/29/2016,146
3/30/2016,157
3/31/2016,146
