Site,Parameter,Date (LT),Year,Month,Day,Hour,Raw Conc.,Average,Conc. Unit,Duration,QC Name
Dhaka,PM2.5 - Principal,3/30/2018 2:00,2018,3,30,2,61,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2018 3:00,2018,3,30,3,44,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2018 4:00,2018,3,30,4,45,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2018 5:00,2018,3,30,5,134,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2018 6:00,2018,3,30,6,69,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2018 7:00,2018,3,30,7,84,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2018 8:00,2018,3,30,8,49,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2018 9:00,2018,3,30,9,64,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2018 10:00,2018,3,30,10,77,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2018 11:00,2018,3,30,11,84,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2018 12:00,2018,3,30,12,46,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2018 13:00,2018,3,30,13,45,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2018 14:00,2018,3,30,14,-999,,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,3/30/2018 18:00,2018,3,30,18,18,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2018 19:00,2018,3,30,19,23,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2018 20:00,2018,3,30,20,-999,,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,3/30/2018 21:00,2018,3,30,21,30,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2018 22:00,2018,3,30,22,35,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2018 23:00,2018,3,30,23,35,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 0:00,2018,3,31,0,47,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 1:00,2018,3,31,1,51,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 2:00,2018,3,31,2,83,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 3:00,2018,3,31,3,55,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 4:00,2018,3,31,4,39,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 5:00,2018,3,31,5,38,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 6:00,2018,3,31,6,33,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 7:00,2018,3,31,7,698,,UG/M3,1 Hr,Invalid
Dhaka,PM2.5 - Principal,3/31/2018 8:00,2018,3,31,8,21,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 9:00,2018,3,31,9,18,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 10:00,2018,3,31,10,26,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 11:00,2018,3,31,11,33,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 12:00,2018,3,31,12,33,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 13:00,2018,3,31,13,39,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 14:00,2018,3,31,14,40,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 15:00,2018,3,31,15,44,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 16:00,2018,3,31,16,36,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 17:00,2018,3,31,17,44,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 18:00,2018,3,31,18,54,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 19:00,2018,3,31,19,68,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 20:00,2018,3,31,20,100,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 21:00,2018,3,31,21,78,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 22:00,2018,3,31,22,63,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2018 23:00,2018,3,31,23,59,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 0:00,2018,4,1,0,59,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 1:00,2018,4,1,1,86,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 2:00,2018,4,1,2,71,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 3:00,2018,4,1,3,101,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 4:00,2018,4,1,4,72,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 5:00,2018,4,1,5,69,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 6:00,2018,4,1,6,79,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 7:00,2018,4,1,7,101,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 8:00,2018,4,1,8,97,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 9:00,2018,4,1,9,67,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 10:00,2018,4,1,10,76,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 11:00,2018,4,1,11,84,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 12:00,2018,4,1,12,44,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 13:00,2018,4,1,13,34,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 14:00,2018,4,1,14,38,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 15:00,2018,4,1,15,-999,,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/1/2018 20:00,2018,4,1,20,128,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 21:00,2018,4,1,21,160,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 22:00,2018,4,1,22,169,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2018 23:00,2018,4,1,23,126,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 0:00,2018,4,2,0,94,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 1:00,2018,4,2,1,33,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 2:00,2018,4,2,2,31,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 3:00,2018,4,2,3,43,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 4:00,2018,4,2,4,33,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 5:00,2018,4,2,5,40,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 6:00,2018,4,2,6,49,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 7:00,2018,4,2,7,68,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 8:00,2018,4,2,8,76,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 9:00,2018,4,2,9,64,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 10:00,2018,4,2,10,48,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 11:00,2018,4,2,11,53,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 12:00,2018,4,2,12,59,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 13:00,2018,4,2,13,67,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 14:00,2018,4,2,14,73,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 15:00,2018,4,2,15,94,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 16:00,2018,4,2,16,103,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 17:00,2018,4,2,17,96,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 18:00,2018,4,2,18,121,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 19:00,2018,4,2,19,109,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 20:00,2018,4,2,20,121,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 21:00,2018,4,2,21,150,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 22:00,2018,4,2,22,150,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2018 23:00,2018,4,2,23,169,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 0:00,2018,4,3,0,163,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 1:00,2018,4,3,1,186,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 2:00,2018,4,3,2,149,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 3:00,2018,4,3,3,119,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 4:00,2018,4,3,4,127,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 5:00,2018,4,3,5,125,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 6:00,2018,4,3,6,118,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 7:00,2018,4,3,7,162,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 8:00,2018,4,3,8,152,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 9:00,2018,4,3,9,144,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 10:00,2018,4,3,10,89,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 11:00,2018,4,3,11,82,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 12:00,2018,4,3,12,62,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 13:00,2018,4,3,13,56,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 14:00,2018,4,3,14,-999,,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/3/2018 19:00,2018,4,3,19,88,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 21:00,2018,4,3,21,131,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 22:00,2018,4,3,22,141,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2018 23:00,2018,4,3,23,200,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 0:00,2018,4,4,0,267,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 1:00,2018,4,4,1,123,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 2:00,2018,4,4,2,151,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 3:00,2018,4,4,3,188,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 4:00,2018,4,4,4,108,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 5:00,2018,4,4,5,101,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 6:00,2018,4,4,6,184,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 7:00,2018,4,4,7,159,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 8:00,2018,4,4,8,94,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 9:00,2018,4,4,9,110,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 10:00,2018,4,4,10,132,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 11:00,2018,4,4,11,136,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 12:00,2018,4,4,12,-999,,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/4/2018 13:00,2018,4,4,13,-999,,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/4/2018 14:00,2018,4,4,14,-999,,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/4/2018 15:00,2018,4,4,15,-999,,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/4/2018 16:00,2018,4,4,16,214,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 18:00,2018,4,4,18,125,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 19:00,2018,4,4,19,-15,,UG/M3,1 Hr,Invalid
Dhaka,PM2.5 - Principal,4/4/2018 20:00,2018,4,4,20,-999,,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/4/2018 21:00,2018,4,4,21,157,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 22:00,2018,4,4,22,234,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2018 23:00,2018,4,4,23,175,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 0:00,2018,4,5,0,219,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 1:00,2018,4,5,1,180,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 2:00,2018,4,5,2,282,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 3:00,2018,4,5,3,367,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 4:00,2018,4,5,4,326,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 5:00,2018,4,5,5,432,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 6:00,2018,4,5,6,137,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 7:00,2018,4,5,7,94,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 8:00,2018,4,5,8,56,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 9:00,2018,4,5,9,46,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 10:00,2018,4,5,10,55,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 11:00,2018,4,5,11,56,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 12:00,2018,4,5,12,64,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 13:00,2018,4,5,13,63,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 14:00,2018,4,5,14,60,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 15:00,2018,4,5,15,-999,,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/5/2018 20:00,2018,4,5,20,50,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 21:00,2018,4,5,21,50,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 22:00,2018,4,5,22,48,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2018 23:00,2018,4,5,23,43,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 0:00,2018,4,6,0,43,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 1:00,2018,4,6,1,30,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 2:00,2018,4,6,2,41,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 3:00,2018,4,6,3,69,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 4:00,2018,4,6,4,124,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 5:00,2018,4,6,5,74,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 6:00,2018,4,6,6,59,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 7:00,2018,4,6,7,63,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 8:00,2018,4,6,8,59,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 9:00,2018,4,6,9,53,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 10:00,2018,4,6,10,45,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 11:00,2018,4,6,11,54,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 12:00,2018,4,6,12,48,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 13:00,2018,4,6,13,63,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 14:00,2018,4,6,14,44,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 15:00,2018,4,6,15,-999,,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/6/2018 17:00,2018,4,6,17,38,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 19:00,2018,4,6,19,46,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 21:00,2018,4,6,21,61,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2018 23:00,2018,4,6,23,67,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 0:00,2018,4,7,0,67,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 1:00,2018,4,7,1,63,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 2:00,2018,4,7,2,56,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 3:00,2018,4,7,3,77,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 4:00,2018,4,7,4,49,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 5:00,2018,4,7,5,82,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 6:00,2018,4,7,6,52,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 7:00,2018,4,7,7,15,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 8:00,2018,4,7,8,18,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 9:00,2018,4,7,9,18,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 10:00,2018,4,7,10,27,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 11:00,2018,4,7,11,50,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 12:00,2018,4,7,12,30,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 13:00,2018,4,7,13,24,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 14:00,2018,4,7,14,39,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 15:00,2018,4,7,15,45,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 16:00,2018,4,7,16,-999,,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/7/2018 17:00,2018,4,7,17,44,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 19:00,2018,4,7,19,64,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 20:00,2018,4,7,20,59,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 21:00,2018,4,7,21,99,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2018 22:00,2018,4,7,22,-999,,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/7/2018 23:00,2018,4,7,23,118,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 0:00,2018,4,8,0,56,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 1:00,2018,4,8,1,13,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 2:00,2018,4,8,2,14,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 3:00,2018,4,8,3,16,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 4:00,2018,4,8,4,42,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 5:00,2018,4,8,5,39,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 6:00,2018,4,8,6,89,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 7:00,2018,4,8,7,79,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 8:00,2018,4,8,8,120,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 9:00,2018,4,8,9,100,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 10:00,2018,4,8,10,129,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 11:00,2018,4,8,11,89,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 12:00,2018,4,8,12,91,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 13:00,2018,4,8,13,112,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 14:00,2018,4,8,14,105,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 15:00,2018,4,8,15,98,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 16:00,2018,4,8,16,-999,,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/8/2018 17:00,2018,4,8,17,38,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 19:00,2018,4,8,19,38,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 21:00,2018,4,8,21,59,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 22:00,2018,4,8,22,63,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/8/2018 23:00,2018,4,8,23,79,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 0:00,2018,4,9,0,70,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 1:00,2018,4,9,1,88,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 2:00,2018,4,9,2,101,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 3:00,2018,4,9,3,85,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 4:00,2018,4,9,4,82,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 5:00,2018,4,9,5,83,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 6:00,2018,4,9,6,103,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 7:00,2018,4,9,7,105,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 8:00,2018,4,9,8,173,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 9:00,2018,4,9,9,129,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 10:00,2018,4,9,10,90,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 11:00,2018,4,9,11,59,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 12:00,2018,4,9,12,55,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 13:00,2018,4,9,13,55,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 14:00,2018,4,9,14,54,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 15:00,2018,4,9,15,57,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 16:00,2018,4,9,16,67,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 17:00,2018,4,9,17,77,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 18:00,2018,4,9,18,-999,,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/9/2018 19:00,2018,4,9,19,105,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 21:00,2018,4,9,21,142,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 22:00,2018,4,9,22,76,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/9/2018 23:00,2018,4,9,23,52,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/10/2018 0:00,2018,4,10,0,48,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/10/2018 1:00,2018,4,10,1,31,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/10/2018 2:00,2018,4,10,2,19,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/10/2018 3:00,2018,4,10,3,32,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/10/2018 4:00,2018,4,10,4,40,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/10/2018 5:00,2018,4,10,5,165,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/10/2018 6:00,2018,4,10,6,180,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/10/2018 7:00,2018,4,10,7,39,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/10/2018 8:00,2018,4,10,8,39,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/10/2018 9:00,2018,4,10,9,48,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/10/2018 10:00,2018,4,10,10,43,,UG/M3,1 Hr,Valid
