Date;Time;Timestamp;PM2_5(ug/m3);AQI(US);AQI(CN);PM10(ug/m3);PM01(ug/m3);Outdoor AQI(US);Outdoor AQI(CN);Temperature(C);Temperature(F);Humidity(%RH);CO2(ppm);VOC(ppb)
2021/07/01;08:03:40;1625126620;39.0;110;56;77.0;38.0;88;43;26.9;80.4;85;589;-1
2021/07/01;08:03:50;1625126630;37.0;105;53;63.0;35.0;88;43;26.9;80.4;85;593;-1
2021/07/01;08:04:00;1625126640;38.0;107;55;57.0;37.0;88;43;26.9;80.4;85;593;-1
2021/07/01;08:04:10;1625126650;39.0;110;56;61.0;38.0;88;43;26.9;80.4;85;594;-1
2021/07/01;08:04:20;1625126660;41.0;115;58;71.0;40.0;88;43;26.9;80.4;85;594;-1
2021/07/01;08:04:30;1625126670;43.0;119;61;66.0;42.0;88;43;26.9;80.4;85;594;-1
2021/07/01;08:04:40;1625126680;42.0;117;60;76.0;41.0;88;43;26.9;80.4;85;595;-1
2021/07/01;08:04:50;1625126690;40.0;112;57;85.0;39.0;88;43;26.9;80.4;85;594;-1
2021/07/01;08:05:00;1625126700;38.0;107;55;94.0;37.0;88;43;26.9;80.4;85;594;-1
2021/07/01;08:05:10;1625126710;38.0;107;55;80.0;37.0;88;43;26.9;80.4;85;595;-1
2021/07/01;08:05:20;1625126720;38.0;107;55;72.0;37.0;88;43;26.9;80.4;85;595;-1
2021/07/01;08:05:30;1625126730;39.0;110;56;73.0;38.0;88;43;26.9;80.4;85;595;-1
2021/07/01;08:05:40;1625126740;39.0;110;56;81.0;38.0;88;43;26.9;80.4;85;594;-1
2021/07/01;08:05:50;1625126750;39.0;110;56;81.0;38.0;88;43;26.9;80.4;85;595;-1
2021/07/01;08:06:00;1625126760;39.0;110;56;73.0;38.0;88;43;26.9;80.4;85;595;-1
2021/07/01;08:06:10;1625126770;38.0;107;55;72.0;37.0;88;43;26.9;80.4;85;595;-1
2021/07/01;08:06:20;1625126780;37.0;105;53;56.0;36.0;88;43;26.9;80.4;85;593;-1
2021/07/01;08:06:30;1625126790;38.0;107;55;57.0;37.0;88;43;26.9;80.4;85;593;-1
2021/07/01;08:06:40;1625126800;39.0;110;56;58.0;38.0;88;43;26.9;80.4;85;593;-1
2021/07/01;08:06:50;1625126810;40.0;112;57;74.0;39.0;88;43;26.9;80.4;85;593;-1
2021/07/01;08:07:00;1625126820;39.0;110;56;78.0;38.0;88;43;26.9;80.4;85;592;-1
2021/07/01;08:07:10;1625126830;38.0;107;55;72.0;37.0;132;66;26.9;80.4;85;592;-1
2021/07/01;08:07:20;1625126840;39.0;110;56;66.0;38.0;132;66;26.9;80.4;85;592;-1
2021/07/01;08:07:30;1625126850;40.0;112;57;60.0;39.0;132;66;26.9;80.5;85;589;-1
2021/07/01;08:07:40;1625126860;41.0;115;58;61.0;40.0;132;66;26.9;80.5;85;589;-1
2021/07/01;08:07:50;1625126870;40.0;112;57;52.0;39.0;132;66;26.9;80.5;85;588;-1
2021/07/01;08:08:00;1625126880;39.0;110;56;55.0;38.0;132;66;26.9;80.4;85;589;-1
2021/07/01;08:08:10;1625126890;37.0;105;53;56.0;36.0;132;66;26.9;80.4;85;589;-1
2021/07/01;08:08:20;1625126900;36.0;102;52;63.0;35.0;132;66;26.9;80.4;85;589;-1
2021/07/01;08:08:30;1625126910;37.0;105;53;60.0;36.0;132;66;26.9;80.4;85;590;-1
2021/07/01;08:08:40;1625126920;37.0;105;53;56.0;36.0;132;66;26.9;80.4;85;589;-1
2021/07/01;08:08:50;1625126930;38.0;107;55;66.0;37.0;132;66;26.9;80.4;85;589;-1
2021/07/01;08:09:00;1625126940;38.0;107;55;69.0;37.0;132;66;26.9;80.4;85;590;-1
2021/07/01;08:09:10;1625126950;40.0;112;57;71.0;39.0;132;66;26.9;80.4;85;590;-1
2021/07/01;08:09:20;1625126960;39.0;110;56;55.0;38.0;132;66;26.9;80.4;85;591;-1
2021/07/01;08:09:30;1625126970;40.0;112;57;63.0;39.0;132;66;26.9;80.5;85;590;-1
2021/07/01;08:09:40;1625126980;38.0;107;55;61.0;37.0;132;66;26.9;80.5;85;590;-1
2021/07/01;08:09:50;1625126990;37.0;105;53;76.0;36.0;132;66;26.9;80.5;85;590;-1
2021/07/01;08:15:00;1625127300;37.0;105;53;81.0;35.0;132;66;26.9;80.5;85;589;-1
2021/07/01;08:20:00;1625127600;37.0;105;53;67.0;35.0;132;66;27.0;80.6;85;603;-1
2021/07/01;08:25:00;1625127900;38.0;107;55;67.0;36.0;132;66;27.0;80.6;85;612;-1
2021/07/01;08:30:00;1625128200;36.0;102;52;73.0;34.0;132;66;27.0;80.6;85;619;-1
2021/07/01;08:35:00;1625128500;38.0;107;55;75.0;37.0;132;66;27.0;80.6;85;629;-1
2021/07/01;08:40:00;1625128800;40.0;112;57;104.0;39.0;132;66;27.0;80.6;84;604;-1
2021/07/01;08:45:00;1625129100;42.0;117;60;95.0;41.0;132;66;27.0;80.6;84;608;-1
2021/07/01;08:50:00;1625129400;55.0;149;76;117.0;54.0;132;66;27.0;80.6;84;606;-1
2021/07/01;08:55:00;1625129700;72.9;160;97;140.0;75.0;132;66;27.1;80.7;84;613;-1
2021/07/01;08:57:43;1625129863;81.9;165;109;123.0;79.0;132;66;27.1;80.7;84;583;-1
2021/07/01;08:57:53;1625129873;77.4;162;104;146.0;77.0;132;66;27.1;80.7;84;583;-1
2021/07/01;08:58:03;1625129883;80.1;164;107;166.0;81.0;132;66;27.1;80.7;84;582;-1
2021/07/01;09:13:05;1625130785;75.6;161;102;155.0;75.0;132;66;27.0;80.7;84;641;-1
2021/07/01;09:28:05;1625131685;72.0;160;96;153.0;71.0;88;43;27.0;80.7;84;656;-1
2021/07/01;09:43:05;1625132585;64.0;155;87;132.0;63.0;88;43;27.0;80.7;84;680;-1
2021/07/01;09:58:05;1625133485;51.0;139;71;84.0;49.0;88;43;27.1;80.7;86;697;-1
2021/07/01;10:13:05;1625134385;44.0;122;62;73.0;41.0;88;43;27.1;80.8;86;714;-1
2021/07/01;10:28:05;1625135285;39.0;110;56;79.0;37.0;88;43;27.2;80.9;86;704;-1
2021/07/01;10:43:05;1625136185;42.0;117;60;74.0;40.0;88;43;27.2;80.9;86;696;-1
2021/07/01;10:58:05;1625137085;45.0;124;63;74.0;44.0;88;43;27.2;81.0;86;679;-1
2021/07/01;11:13:05;1625137985;51.0;139;71;122.0;49.0;88;43;27.2;81.0;86;658;-1
2021/07/01;11:28:05;1625138885;54.0;147;74;104.0;53.0;88;43;27.3;81.1;86;651;-1
2021/07/01;11:43:05;1625139785;72.9;160;97;145.0;74.0;88;43;27.3;81.1;86;518;-1
2021/07/01;11:58:05;1625140685;80.1;164;107;194.0;81.0;88;43;27.3;81.1;86;540;-1
2021/07/01;12:13:05;1625141585;306.0;356;356;721.0;332.0;82;39;27.2;81.0;87;505;-1
2021/07/01;12:28:05;1625142485;101.6;175;134;251.0;105.0;124;63;27.2;81.0;87;521;-1
2021/07/01;12:43:05;1625143385;92.7;170;123;210.0;96.0;124;63;27.2;81.0;87;509;-1
2021/07/01;12:58:05;1625144285;88.2;168;117;193.0;90.0;124;63;27.2;81.0;87;490;-1
2021/07/01;13:13:05;1625145185;78.3;163;105;162.0;79.0;124;63;27.2;80.9;87;466;-1
2021/07/01;13:28:05;1625146085;57.7;152;79;99.0;55.0;153;80;26.9;80.5;85;432;-1
2021/07/01;13:43:05;1625146985;39.0;110;56;64.0;37.0;153;80;26.8;80.3;84;426;-1
2021/07/01;13:58:05;1625147885;36.0;102;52;60.0;33.0;153;80;26.8;80.2;83;418;-1
2021/07/01;14:13:05;1625148785;35.0;99;50;66.0;32.0;153;80;26.8;80.2;83;425;-1
2021/07/01;14:28:05;1625149685;35.0;99;50;55.0;32.0;129;65;26.7;80.1;84;425;-1
2021/07/01;14:43:05;1625150585;35.0;99;50;52.0;32.0;129;65;26.8;80.2;85;431;-1
2021/07/01;14:58:05;1625151485;26.0;80;37;56.0;23.0;129;65;26.7;80.1;84;418;-1
2021/07/01;15:13:05;1625152385;29.0;87;41;64.0;27.0;129;65;26.7;80.1;85;414;-1
2021/07/01;15:28:05;1625153285;30.0;89;43;50.0;28.0;91;44;26.7;80.0;85;416;-1
2021/07/01;15:43:05;1625154185;31.0;91;44;50.0;29.0;91;44;26.7;80.0;85;406;-1
2021/07/01;15:58:05;1625155085;33.0;95;47;46.0;31.0;91;44;26.7;80.1;86;411;-1
2021/07/01;16:13:05;1625155985;30.0;89;43;60.0;28.0;91;44;26.6;79.9;84;438;-1
2021/07/01;16:28:05;1625156885;36.0;102;52;71.0;33.0;68;29;26.7;80.0;84;440;-1
2021/07/01;16:43:05;1625157785;125.8;187;166;287.0;130.0;68;29;26.7;80.1;84;416;-1
2021/07/01;16:58:05;1625158685;89.1;168;118;184.0;90.0;68;29;26.8;80.3;83;407;-1
2021/07/01;17:13:05;1625159585;81.0;164;108;175.0;80.0;68;29;26.9;80.4;83;479;-1
2021/07/01;17:28:05;1625160485;72.0;160;96;175.0;72.0;68;29;26.9;80.3;83;477;-1
2021/07/01;17:43:05;1625161385;47.0;129;66;88.0;45.0;68;29;26.9;80.4;83;499;-1
2021/07/01;17:58:05;1625162285;45.0;124;63;105.0;43.0;68;29;27.1;80.8;83;559;-1
2021/07/01;18:13:05;1625163185;59.5;153;81;125.0;59.0;68;29;27.1;80.9;82;516;-1
2021/07/01;18:28:05;1625164085;46.0;127;64;89.0;44.0;93;46;26.9;80.4;83;485;-1
2021/07/01;18:43:05;1625164985;32.0;93;46;85.0;30.0;93;46;26.9;80.4;83;478;-1
2021/07/01;18:58:05;1625165885;31.0;91;44;61.0;29.0;93;46;26.8;80.3;83;469;-1
2021/07/01;19:13:05;1625166785;32.0;93;46;70.0;30.0;93;46;26.7;80.1;83;462;-1
2021/07/01;19:28:05;1625167685;33.0;95;47;89.0;31.0;129;65;26.8;80.2;83;460;-1
2021/07/01;19:43:05;1625168585;28.0;84;40;47.0;26.0;129;65;26.9;80.4;83;443;-1
2021/07/01;19:58:05;1625169485;31.0;91;44;66.0;29.0;129;65;26.9;80.5;84;555;-1
2021/07/01;20:13:05;1625170385;40.0;112;57;60.0;38.0;129;65;26.9;80.5;84;591;-1
2021/07/01;20:28:05;1625171285;72.0;160;96;168.0;72.0;86;41;27.0;80.5;84;606;-1
2021/07/01;20:43:05;1625172185;86.4;167;115;189.0;87.0;86;41;27.0;80.5;84;607;-1
2021/07/01;20:58:05;1625173085;88.2;168;117;202.0;89.0;86;41;27.0;80.5;84;597;-1
2021/07/01;21:13:05;1625173985;81.0;164;108;179.0;82.0;86;41;26.9;80.5;84;590;-1
2021/07/01;21:28:05;1625174885;60.4;154;82;165.0;59.0;174;131;27.0;80.5;84;562;-1
2021/07/01;21:43:05;1625175785;40.0;112;57;79.0;38.0;174;131;27.0;80.6;84;557;-1
2021/07/01;21:58:05;1625176685;27.0;82;39;54.0;25.0;174;131;26.9;80.5;84;539;-1
2021/07/01;22:13:05;1625177585;22.0;72;31;41.0;20.0;174;131;27.0;80.5;84;529;-1
2021/07/01;22:28:05;1625178485;19.0;66;27;24.0;17.0;160;96;26.9;80.5;84;524;-1
2021/07/01;22:43:05;1625179385;27.0;82;39;54.0;25.0;160;96;27.2;81.0;84;535;-1
2021/07/01;22:58:05;1625180285;26.0;80;37;53.0;24.0;160;96;27.4;81.2;83;469;-1
2021/07/01;23:13:05;1625181185;25.0;78;36;49.0;24.0;160;96;27.4;81.2;83;503;-1
2021/07/01;23:28:05;1625182085;21.0;70;30;37.0;19.0;68;29;27.2;81.0;84;555;-1
2021/07/01;23:43:05;1625182985;17.0;61;24;33.0;15.0;68;29;27.2;81.0;84;602;-1
2021/07/01;23:58:05;1625183885;18.0;63;26;31.0;16.0;68;29;27.3;81.1;84;640;-1
2021/07/02;00:13:05;1625184785;21.0;70;30;29.0;19.0;68;29;27.2;80.9;84;619;-1
2021/07/02;00:28:05;1625185685;18.0;63;26;34.0;16.0;68;29;27.1;80.8;86;636;-1
2021/07/02;00:43:05;1625186585;22.0;72;31;35.0;20.0;68;29;27.0;80.7;85;606;-1
2021/07/02;00:58:05;1625187485;36.0;102;52;97.0;33.0;68;29;27.0;80.6;85;511;-1
2021/07/02;01:13:05;1625188385;39.0;110;56;65.0;37.0;68;29;27.2;80.9;86;576;-1
2021/07/02;01:28:05;1625189285;31.0;91;44;67.0;29.0;88;43;27.2;80.9;86;609;-1
2021/07/02;01:43:05;1625190185;28.0;84;40;45.0;26.0;88;43;27.2;81.0;86;658;-1
2021/07/02;01:58:05;1625191085;20.0;68;29;28.0;18.0;88;43;27.3;81.1;86;654;-1
2021/07/02;02:13:05;1625191985;16.0;59;23;35.0;14.0;88;43;27.3;81.2;86;645;-1
2021/07/02;02:28:05;1625192885;14.0;55;20;26.0;13.0;88;43;27.3;81.1;86;616;-1
2021/07/02;02:43:02;1625193782;12.0;50;17;19.0;11.0;88;43;27.2;81.0;86;614;-1
2021/07/02;02:58:02;1625194682;16.0;59;23;24.0;15.0;88;43;27.2;80.9;86;599;-1
2021/07/02;03:13:02;1625195582;14.0;55;20;37.0;13.0;88;43;27.2;80.9;86;598;-1
2021/07/02;03:28:02;1625196482;15.0;57;21;23.0;14.0;88;43;27.2;80.9;86;627;-1
2021/07/02;03:43:02;1625197382;15.0;57;21;27.0;14.0;88;43;27.2;80.9;86;673;-1
2021/07/02;03:58:02;1625198282;18.0;63;26;33.0;16.0;88;43;27.2;80.9;86;685;-1
2021/07/02;04:13:02;1625199182;21.0;70;30;26.0;19.0;88;43;27.2;81.0;86;670;-1
2021/07/02;04:28:02;1625200082;22.0;72;31;39.0;21.0;63;26;27.3;81.2;85;661;-1
2021/07/02;04:43:02;1625200982;21.0;70;30;41.0;20.0;63;26;27.3;81.1;86;647;-1
2021/07/02;04:58:02;1625201882;20.0;68;29;22.0;18.0;63;26;27.4;81.2;85;651;-1
2021/07/02;05:13:02;1625202782;20.0;68;29;36.0;18.0;63;26;27.3;81.1;85;685;-1
2021/07/02;05:28:02;1625203682;23.0;74;33;47.0;22.0;68;29;27.1;80.7;84;479;-1
2021/07/02;05:43:02;1625204582;17.0;61;24;21.0;15.0;68;29;26.9;80.4;85;442;-1
2021/07/02;05:58:02;1625205482;24.0;76;34;40.0;22.0;68;29;26.8;80.2;86;454;-1
2021/07/02;06:13:02;1625206382;36.0;102;52;74.0;33.0;68;29;26.5;79.8;87;485;-1
2021/07/02;06:28:02;1625207282;46.0;127;64;81.0;44.0;76;34;26.5;79.7;87;479;-1
2021/07/02;06:43:02;1625208182;64.0;155;87;140.0;62.0;76;34;26.3;79.3;87;449;-1
2021/07/02;06:58:02;1625209082;48.0;132;67;86.0;44.0;76;34;26.3;79.3;87;442;-1
2021/07/02;07:13:02;1625209982;49.0;134;68;106.0;46.0;76;34;26.2;79.1;87;433;-1
2021/07/02;07:28:02;1625210882;53.0;144;73;134.0;50.0;76;34;26.1;79.0;87;428;-1
2021/07/02;07:43:02;1625211782;54.0;147;74;121.0;51.0;76;34;26.0;78.9;87;425;-1
2021/07/02;07:58:02;1625212682;58.6;153;80;151.0;55.0;76;34;26.0;78.8;88;433;-1
2021/07/02;08:00:10;1625212810;71.1;159;95;172.0;67.0;76;34;26.0;78.8;88;433;-1
2021/07/02;08:00:20;1625212820;63.1;155;85;136.0;59.0;76;34;26.0;78.8;88;433;-1
2021/07/02;08:00:30;1625212830;63.1;155;85;153.0;60.0;76;34;26.0;78.8;88;433;-1
2021/07/02;08:00:40;1625212840;62.2;154;84;144.0;59.0;76;34;26.0;78.8;88;433;-1
2021/07/02;08:00:50;1625212850;64.0;155;87;155.0;62.0;76;34;26.0;78.8;88;434;-1
2021/07/02;08:01:01;1625212861;65.8;156;89;136.0;63.0;76;34;26.0;78.8;88;433;-1
2021/07/02;08:01:10;1625212870;68.4;158;92;154.0;66.0;76;34;26.0;78.8;88;434;-1
2021/07/02;08:01:20;1625212880;69.3;158;93;147.0;67.0;76;34;26.0;78.8;88;433;-1
2021/07/02;08:01:30;1625212890;68.4;158;92;162.0;67.0;76;34;26.0;78.8;88;434;-1
2021/07/02;08:01:40;1625212900;71.1;159;95;147.0;70.0;76;34;26.0;78.8;88;434;-1
2021/07/02;08:01:50;1625212910;69.3;158;93;137.0;68.0;76;34;26.0;78.8;88;434;-1
2021/07/02;08:02:01;1625212921;72.0;160;96;130.0;71.0;76;34;26.0;78.8;88;433;-1
2021/07/02;08:02:10;1625212930;68.4;158;92;137.0;67.0;76;34;26.0;78.8;88;433;-1
2021/07/02;08:02:20;1625212940;70.2;159;94;150.0;69.0;76;34;26.0;78.8;88;433;-1
2021/07/02;08:02:30;1625212950;70.2;159;94;187.0;69.0;76;34;26.0;78.8;88;433;-1
2021/07/02;08:02:40;1625212960;71.1;159;95;177.0;70.0;76;34;26.0;78.8;88;433;-1
2021/07/02;08:02:50;1625212970;71.1;159;95;188.0;70.0;76;34;26.0;78.8;88;433;-1
2021/07/02;08:03:01;1625212981;72.0;160;96;142.0;72.0;76;34;26.0;78.8;88;433;-1
2021/07/02;08:03:10;1625212990;72.9;160;97;147.0;73.0;76;34;26.0;78.8;88;432;-1
2021/07/02;08:03:20;1625213000;73.8;160;99;155.0;74.0;76;34;26.0;78.8;88;432;-1
2021/07/02;08:03:30;1625213010;73.8;160;99;177.0;74.0;76;34;26.0;78.8;88;432;-1
2021/07/02;08:03:40;1625213020;72.0;160;96;171.0;72.0;76;34;26.0;78.8;88;431;-1
2021/07/02;08:03:50;1625213030;72.9;160;97;159.0;73.0;76;34;26.0;78.8;88;431;-1
2021/07/02;08:04:01;1625213041;72.0;160;96;161.0;72.0;76;34;26.0;78.9;88;432;-1
2021/07/02;08:04:10;1625213050;73.8;160;99;160.0;74.0;76;34;26.0;78.9;88;432;-1
2021/07/02;08:04:20;1625213060;75.6;161;102;158.0;77.0;76;34;26.0;78.9;88;431;-1
2021/07/02;08:04:30;1625213070;76.5;162;103;148.0;78.0;76;34;26.0;78.8;88;431;-1
2021/07/02;08:04:40;1625213080;75.6;161;102;144.0;77.0;76;34;26.0;78.8;88;431;-1
2021/07/02;08:04:50;1625213090;76.5;162;103;154.0;78.0;76;34;26.0;78.8;88;430;-1
2021/07/02;08:05:01;1625213101;78.3;163;105;156.0;80.0;76;34;26.0;78.9;88;430;-1
2021/07/02;08:05:10;1625213110;78.3;163;105;161.0;79.0;76;34;26.0;78.9;88;430;-1
2021/07/02;08:05:20;1625213120;77.4;162;104;177.0;78.0;76;34;26.0;78.9;88;431;-1
2021/07/02;08:05:30;1625213130;73.8;160;99;157.0;74.0;76;34;26.0;78.8;88;430;-1
2021/07/02;08:05:40;1625213140;75.6;161;102;163.0;76.0;76;34;26.0;78.8;88;431;-1
2021/07/02;08:05:50;1625213150;73.8;160;99;142.0;74.0;76;34;26.0;78.8;88;431;-1
2021/07/02;08:06:01;1625213161;75.6;161;102;145.0;76.0;76;34;26.0;78.9;88;431;-1
2021/07/02;08:06:10;1625213170;77.4;162;104;133.0;78.0;76;34;26.0;78.9;88;430;-1
2021/07/02;08:06:20;1625213180;77.4;162;104;167.0;79.0;76;34;26.0;78.9;88;431;-1
2021/07/02;08:06:30;1625213190;78.3;163;105;211.0;79.0;76;34;26.0;78.9;88;431;-1
2021/07/02;08:06:40;1625213200;78.3;163;105;219.0;81.0;76;34;26.0;78.9;88;430;-1
2021/07/02;08:06:50;1625213210;79.2;163;106;206.0;81.0;76;34;26.0;78.9;88;431;-1
2021/07/02;08:07:01;1625213221;79.2;163;106;198.0;81.0;76;34;26.0;78.8;88;431;-1
2021/07/02;08:07:10;1625213230;78.3;163;105;182.0;80.0;132;66;26.0;78.8;88;431;-1
2021/07/02;08:07:20;1625213240;80.1;164;107;173.0;82.0;132;66;26.0;78.8;88;431;-1
2021/07/02;08:07:30;1625213250;79.2;163;106;158.0;81.0;132;66;26.0;78.9;88;431;-1
2021/07/02;08:07:40;1625213260;78.3;163;105;163.0;80.0;132;66;26.0;78.9;88;430;-1
2021/07/02;08:07:50;1625213270;74.7;161;100;170.0;75.0;132;66;26.0;78.9;88;430;-1
2021/07/02;08:08:01;1625213281;72.0;160;96;163.0;72.0;132;66;26.1;78.9;88;429;-1
2021/07/02;08:08:10;1625213290;72.9;160;97;162.0;74.0;132;66;26.1;78.9;88;429;-1
2021/07/02;08:08:20;1625213300;74.7;161;100;156.0;76.0;132;66;26.1;78.9;88;429;-1
2021/07/02;08:08:30;1625213310;78.3;163;105;172.0;80.0;132;66;26.1;78.9;88;429;-1
2021/07/02;08:08:40;1625213320;77.4;162;104;182.0;79.0;132;66;26.1;78.9;88;429;-1
2021/07/02;08:08:50;1625213330;77.4;162;104;181.0;79.0;132;66;26.1;78.9;88;429;-1
2021/07/02;08:09:01;1625213341;75.6;161;102;158.0;77.0;132;66;26.1;78.9;88;429;-1
2021/07/02;08:09:10;1625213350;77.4;162;104;160.0;80.0;132;66;26.1;78.9;88;429;-1
2021/07/02;08:09:20;1625213360;76.5;162;103;161.0;78.0;132;66;26.1;78.9;88;429;-1
2021/07/02;08:09:30;1625213370;77.4;162;104;174.0;79.0;132;66;26.1;78.9;88;429;-1
2021/07/02;08:09:40;1625213380;73.8;160;99;163.0;76.0;132;66;26.1;78.9;88;429;-1
2021/07/02;08:09:50;1625213390;75.6;161;102;150.0;77.0;132;66;26.1;78.9;88;429;-1
2021/07/02;08:15:00;1625213700;79.2;163;106;167.0;80.0;132;66;26.1;78.9;88;432;-1
2021/07/02;08:20:00;1625214000;81.9;165;109;183.0;83.0;132;66;26.1;79.0;88;429;-1
2021/07/02;08:25:00;1625214300;87.3;167;116;236.0;88.0;132;66;26.1;78.9;88;430;-1
2021/07/02;08:30:00;1625214600;80.1;164;107;191.0;80.0;132;66;26.1;78.9;88;468;-1
