Date;Time;Timestamp;PM2_5(ug/m3);AQI(US);AQI(CN);PM10(ug/m3);PM1(ug/m3);Outdoor AQI(US);Outdoor AQI(CN);Temperature(C);Temperature(F);Humidity(%RH);CO2(ppm)
2021/11/03;17:46:21;1635961581;88.2;168;117;200.0;88.2;155;85;29.3;84.7;58;436;
2021/11/03;17:51:21;1635961881;85.5;166;114;205.0;85.5;155;85;29.3;84.7;58;459;
2021/11/03;17:56:21;1635962181;82.8;165;111;210.0;82.8;155;85;29.3;84.8;59;474;
2021/11/03;18:01:21;1635962481;81.9;165;109;176.0;81.9;155;85;29.4;84.9;59;492;
2021/11/03;18:06:21;1635962781;82.8;165;111;174.0;82.8;163;105;29.4;84.9;59;498;
2021/11/03;18:11:21;1635963081;84.6;166;113;212.0;84.6;163;105;29.4;84.9;59;504;
2021/11/03;18:16:21;1635963381;82.8;165;111;186.0;82.8;163;105;29.4;84.9;59;510;
2021/11/03;18:21:21;1635963681;81.9;165;109;193.0;81.9;163;105;29.4;85.0;59;516;
2021/11/03;18:26:21;1635963981;77.4;162;104;159.0;77.4;163;105;29.4;84.9;59;514;
2021/11/03;18:31:21;1635964281;85.5;166;114;198.0;84.6;163;105;29.4;85.0;59;506;
2021/11/03;18:36:21;1635964581;80.1;164;107;171.0;80.1;163;105;29.4;85.0;59;496;
2021/11/03;18:41:21;1635964881;82.8;165;111;187.0;82.8;163;105;29.4;85.0;59;490;
2021/11/03;18:46:21;1635965181;83.7;166;112;188.0;83.7;163;105;29.4;85.0;59;491;
2021/11/03;18:51:21;1635965481;86.4;167;115;199.0;85.5;163;105;29.4;85.0;59;492;
2021/11/03;18:56:21;1635965781;89.1;168;118;178.0;89.1;163;105;29.4;84.9;60;492;
2021/11/03;19:01:21;1635966081;94.4;171;125;217.0;94.4;163;105;29.4;84.9;60;489;
2021/11/03;19:06:21;1635966381;98.9;173;130;286.0;98.9;176;135;29.4;84.9;60;489;
2021/11/03;19:11:21;1635966681;112.4;180;147;269.0;111.5;176;135;29.4;84.9;60;490;
2021/11/03;19:16:21;1635966981;116.9;183;154;275.0;115.1;176;135;29.4;84.9;60;484;
2021/11/03;19:21:21;1635967281;118.7;184;156;246.0;118.7;176;135;29.3;84.8;60;484;
2021/11/03;19:26:21;1635967581;132.1;191;175;307.0;130.3;176;135;29.3;84.8;60;483;
2021/11/03;19:31:21;1635967881;126.7;188;167;272.0;124.9;176;135;29.3;84.7;60;483;
2021/11/03;19:36:21;1635968181;124.9;187;165;306.0;124.0;176;135;29.3;84.8;60;484;
2021/11/03;19:41:21;1635968481;124.0;186;164;277.0;123.1;176;135;29.3;84.8;60;487;
2021/11/03;19:46:21;1635968781;126.7;188;167;284.0;126.7;176;135;29.3;84.8;60;487;
2021/11/03;19:51:21;1635969081;129.4;189;171;342.0;129.4;176;135;29.3;84.7;60;483;
2021/11/03;19:56:21;1635969381;131.2;190;174;322.0;131.2;176;135;29.3;84.8;60;482;
2021/11/03;20:01:21;1635969681;132.1;191;175;315.0;132.1;176;135;29.3;84.8;60;484;
2021/11/03;20:06:21;1635969981;124.9;187;165;321.0;124.0;176;135;29.3;84.7;60;485;
2021/11/03;20:11:21;1635970281;124.0;186;164;294.0;124.0;176;135;29.3;84.7;60;485;
2021/11/03;20:16:21;1635970581;117.8;183;155;271.0;117.8;176;135;29.3;84.7;60;480;
2021/11/03;20:21:21;1635970881;113.3;181;148;234.0;113.3;176;135;29.3;84.7;60;475;
2021/11/03;20:26:21;1635971181;113.3;181;148;266.0;112.4;176;135;29.3;84.7;60;472;
2021/11/03;20:31:21;1635971481;115.1;182;151;212.0;114.2;176;135;29.3;84.7;60;470;
2021/11/03;20:36:21;1635971781;113.3;181;148;266.0;112.4;176;135;29.3;84.7;60;472;
2021/11/03;20:41:21;1635972081;113.3;181;148;254.0;113.3;176;135;29.3;84.7;62;473;
2021/11/03;20:46:21;1635972381;110.6;179;145;251.0;110.6;176;135;29.3;84.7;62;471;
2021/11/03;20:51:21;1635972681;107.9;178;141;251.0;107.9;176;135;29.3;84.7;62;474;
2021/11/03;20:56:21;1635972981;111.5;180;146;242.0;111.5;176;135;29.2;84.7;62;474;
2021/11/03;21:01:21;1635973281;109.7;179;144;224.0;109.7;176;135;29.2;84.7;62;472;
2021/11/03;21:06:21;1635973581;107.9;178;141;266.0;107.9;176;135;29.2;84.7;62;469;
2021/11/03;21:11:21;1635973881;105.2;177;138;266.0;105.2;187;164;29.3;84.7;62;471;
2021/11/03;21:16:21;1635974181;107.9;178;141;202.0;107.0;187;164;29.2;84.6;62;474;
2021/11/03;21:21:21;1635974481;102.5;175;135;199.0;101.6;187;164;29.2;84.6;62;477;
2021/11/03;21:26:21;1635974781;108.8;179;142;238.0;108.8;187;164;29.2;84.6;63;479;
2021/11/03;21:31:21;1635975081;108.8;179;142;219.0;108.8;187;164;29.2;84.6;63;476;
2021/11/03;21:36:21;1635975381;108.8;179;142;247.0;107.9;187;164;29.2;84.6;63;474;
2021/11/03;21:41:21;1635975681;100.7;174;132;177.0;99.8;187;164;29.2;84.5;63;471;
2021/11/03;21:46:21;1635975981;106.1;177;139;219.0;106.1;187;164;29.2;84.6;63;471;
2021/11/03;21:51:21;1635976281;103.4;176;136;216.0;103.4;187;164;29.2;84.6;63;469;
2021/11/03;21:56:21;1635976581;107.9;178;141;237.0;107.9;187;164;29.2;84.6;63;472;
2021/11/03;22:01:21;1635976881;103.4;176;136;252.0;103.4;187;164;29.2;84.6;63;475;
2021/11/03;22:06:21;1635977181;107.9;178;141;234.0;107.0;186;161;29.2;84.5;63;482;
2021/11/03;22:11:21;1635977481;108.8;179;142;250.0;108.8;186;161;29.2;84.6;63;481;
2021/11/03;22:16:21;1635977781;106.1;177;139;211.0;106.1;186;161;29.2;84.5;63;481;
2021/11/03;22:21:21;1635978081;107.0;178;140;229.0;107.0;186;161;29.2;84.6;63;479;
2021/11/03;22:26:21;1635978381;107.9;178;141;249.0;107.9;186;161;29.2;84.5;63;478;
2021/11/03;22:31:21;1635978681;110.6;179;145;202.0;110.6;186;161;29.2;84.5;63;485;
2021/11/03;22:36:21;1635978981;107.9;178;141;225.0;107.0;186;161;29.2;84.5;63;483;
2021/11/03;22:41:21;1635979281;108.8;179;142;243.0;108.8;186;161;29.2;84.6;63;488;
2021/11/03;22:46:21;1635979581;122.2;185;161;297.0;122.2;186;161;29.2;84.5;63;487;
2021/11/03;22:51:21;1635979881;127.6;188;169;271.0;127.6;186;161;28.7;83.6;65;511;
2021/11/03;22:56:21;1635980181;130.3;190;172;284.0;130.3;186;161;28.3;82.9;67;518;
2021/11/03;23:01:21;1635980481;130.3;190;172;306.0;128.5;186;161;28.0;82.4;66;493;
2021/11/03;23:06:21;1635980781;131.2;190;174;308.0;127.6;197;191;27.9;82.2;67;489;
2021/11/03;23:11:21;1635981081;124.9;187;165;291.0;121.3;197;191;27.8;82.1;67;491;
2021/11/03;23:16:21;1635981381;130.3;190;172;244.0;124.9;197;191;27.7;81.9;67;481;
2021/11/03;23:21:21;1635981681;124.9;187;165;251.0;118.7;197;191;27.7;81.8;67;472;
2021/11/03;23:26:21;1635981981;122.2;185;161;248.0;116.0;197;191;27.6;81.7;67;473;
2021/11/03;23:31:21;1635982281;119.6;184;157;234.0;114.2;197;191;27.7;81.8;67;509;
2021/11/03;23:36:21;1635982581;121.3;185;160;261.0;116.0;197;191;27.6;81.7;67;505;
2021/11/03;23:41:21;1635982881;120.4;185;159;242.0;115.1;197;191;27.6;81.7;67;490;
2021/11/03;23:46:21;1635983181;117.8;183;155;267.0;111.5;197;191;27.6;81.7;68;494;
2021/11/03;23:51:21;1635983481;112.4;180;147;214.0;107.0;197;191;27.6;81.7;68;494;
2021/11/03;23:56:21;1635983781;107.9;178;141;198.0;101.6;197;191;27.5;81.6;68;506;
2021/11/04;00:01:21;1635984081;121.3;185;160;274.0;115.1;197;191;27.5;81.5;68;536;
2021/11/04;00:06:21;1635984381;110.6;179;145;226.0;104.3;201;201;27.6;81.7;71;600;
2021/11/04;00:11:21;1635984681;103.4;176;136;231.0;97.1;201;201;27.6;81.6;71;567;
2021/11/04;00:16:21;1635984981;118.7;184;156;206.0;113.3;201;201;27.5;81.6;69;566;
2021/11/04;00:21:21;1635985281;116.9;183;154;273.0;110.6;201;201;27.5;81.5;68;541;
2021/11/04;00:26:21;1635985581;120.4;185;159;245.0;114.2;201;201;27.4;81.3;68;537;
