Date;Time;Timestamp;PM2_5(ug/m3);AQI(US);AQI(CN);PM10(ug/m3);PM01(ug/m3);Outdoor AQI(US);Outdoor AQI(CN);Temperature(C);Temperature(F);Humidity(%RH);CO2(ppm);VOC(ppb)
2021/09/01;01:47:45;1630460865;21.0;70;30;66.0;20.0;112;56;28.6;83.4;88;446;-1
2021/09/01;01:52:45;1630461165;29.0;87;41;63.0;29.0;112;56;28.6;83.5;88;445;-1
2021/09/01;01:57:45;1630461465;34.0;97;49;111.0;33.0;112;56;28.5;83.4;88;443;-1
2021/09/01;02:02:45;1630461765;35.0;99;50;104.0;35.0;112;56;28.5;83.4;88;441;-1
2021/09/01;02:07:45;1630462065;36.0;102;52;94.0;35.0;112;56;28.5;83.4;88;444;-1
2021/09/01;02:12:45;1630462365;35.0;99;50;58.0;34.0;112;56;28.5;83.3;88;441;-1
2021/09/01;02:17:45;1630462665;31.0;91;44;70.0;31.0;112;56;28.5;83.3;88;442;-1
2021/09/01;02:22:45;1630462965;31.0;91;44;81.0;31.0;112;56;28.5;83.3;88;444;-1
2021/09/01;02:27:45;1630463265;28.0;84;40;93.0;27.0;112;56;28.5;83.3;88;440;-1
2021/09/01;02:32:45;1630463565;25.0;78;36;63.0;25.0;112;56;28.5;83.2;89;437;-1
2021/09/01;02:37:45;1630463865;27.0;82;39;46.0;26.0;112;56;28.5;83.2;89;442;-1
2021/09/01;02:42:45;1630464165;23.0;74;33;49.0;22.0;112;56;28.5;83.3;89;439;-1
2021/09/01;02:47:45;1630464465;22.0;72;31;55.0;21.0;112;56;28.5;83.2;89;441;-1
2021/09/01;02:52:45;1630464765;22.0;72;31;78.0;21.0;112;56;28.5;83.2;89;441;-1
2021/09/01;02:57:45;1630465065;22.0;72;31;48.0;21.0;112;56;28.5;83.2;89;441;-1
2021/09/01;03:02:45;1630465365;22.0;72;31;48.0;21.0;112;56;28.4;83.2;89;439;-1
2021/09/01;03:07:45;1630465665;23.0;74;33;52.0;23.0;112;56;28.5;83.2;89;442;-1
2021/09/01;03:12:45;1630465965;21.0;70;30;50.0;20.0;112;56;28.4;83.2;90;440;-1
2021/09/01;03:17:45;1630466265;20.0;68;29;57.0;19.0;112;56;28.4;83.2;90;438;-1
2021/09/01;03:22:45;1630466565;20.0;68;29;34.0;19.0;112;56;28.4;83.2;90;443;-1
2021/09/01;03:27:45;1630466865;17.0;61;24;37.0;16.0;112;56;28.4;83.2;90;444;-1
2021/09/01;03:32:45;1630467165;18.0;63;26;32.0;17.0;112;56;28.4;83.1;90;447;-1
2021/09/01;03:37:45;1630467465;18.0;63;26;27.0;17.0;112;56;28.4;83.2;90;446;-1
2021/09/01;03:42:45;1630467765;16.0;59;23;18.0;16.0;112;56;28.4;83.1;90;444;-1
2021/09/01;03:47:45;1630468065;14.0;55;20;34.0;13.0;112;56;28.4;83.1;90;437;-1
2021/09/01;03:52:45;1630468365;14.0;55;20;22.0;13.0;112;56;28.4;83.1;90;434;-1
2021/09/01;03:57:45;1630468665;15.0;57;21;20.0;14.0;112;56;28.4;83.1;90;435;-1
2021/09/01;04:02:45;1630468965;16.0;59;23;41.0;16.0;112;56;28.4;83.1;90;438;-1
2021/09/01;04:07:45;1630469265;20.0;68;29;49.0;19.0;112;56;28.4;83.1;90;436;-1
2021/09/01;04:12:45;1630469565;19.0;66;27;28.0;18.0;68;29;28.4;83.0;90;434;-1
2021/09/01;04:17:45;1630469865;22.0;72;31;54.0;21.0;68;29;28.4;83.0;90;433;-1
2021/09/01;04:22:45;1630470165;22.0;72;31;36.0;21.0;68;29;28.4;83.0;90;439;-1
2021/09/01;04:27:45;1630470465;27.0;82;39;61.0;27.0;68;29;28.4;83.1;90;436;-1
2021/09/01;04:32:45;1630470765;24.0;76;34;42.0;24.0;68;29;28.4;83.1;90;440;-1
2021/09/01;04:37:45;1630471065;26.0;80;37;44.0;25.0;68;29;28.4;83.1;90;440;-1
2021/09/01;04:42:45;1630471365;22.0;72;31;51.0;21.0;68;29;28.4;83.1;90;440;-1
2021/09/01;04:47:45;1630471665;22.0;72;31;43.0;21.0;68;29;28.4;83.0;90;440;-1
2021/09/01;04:52:45;1630471965;21.0;70;30;42.0;20.0;68;29;28.3;83.0;90;442;-1
2021/09/01;04:57:45;1630472265;21.0;70;30;35.0;20.0;68;29;28.3;83.0;90;448;-1
2021/09/01;05:02:45;1630472565;19.0;66;27;28.0;18.0;68;29;28.3;83.0;90;447;-1
2021/09/01;05:07:45;1630472865;19.0;66;27;56.0;18.0;68;29;28.3;83.0;90;449;-1
2021/09/01;05:12:45;1630473165;15.0;57;21;43.0;14.0;55;20;28.3;82.9;89;443;-1
2021/09/01;05:17:45;1630473465;12.0;50;17;28.0;11.0;55;20;28.3;82.9;89;444;-1
2021/09/01;05:22:45;1630473765;14.0;55;20;27.0;13.0;55;20;28.2;82.8;87;438;-1
2021/09/01;05:27:45;1630474065;12.0;50;17;25.0;11.0;55;20;28.2;82.8;87;439;-1
2021/09/01;05:32:45;1630474365;13.0;53;19;18.0;12.0;55;20;28.3;82.9;89;460;-1
2021/09/01;05:37:45;1630474665;15.0;57;21;46.0;14.0;55;20;28.3;82.9;89;486;-1
2021/09/01;05:42:45;1630474965;16.0;59;23;36.0;16.0;55;20;28.3;82.9;88;496;-1
2021/09/01;05:47:45;1630475265;16.0;59;23;44.0;16.0;55;20;28.3;82.9;87;507;-1
2021/09/01;05:52:45;1630475565;16.0;59;23;52.0;16.0;55;20;28.3;83.0;88;516;-1
2021/09/01;05:57:45;1630475865;16.0;59;23;52.0;16.0;55;20;28.3;82.9;88;499;-1
2021/09/01;06:02:45;1630476165;14.0;55;20;38.0;13.0;55;20;28.3;82.9;87;479;-1
2021/09/01;06:07:45;1630476465;14.0;55;20;22.0;13.0;55;20;28.3;82.9;87;467;-1
2021/09/01;06:12:45;1630476765;14.0;55;20;45.0;13.0;55;20;28.3;82.9;87;461;-1
2021/09/01;06:17:45;1630477065;15.0;57;21;39.0;14.0;55;20;28.2;82.8;87;471;-1
2021/09/01;06:22:45;1630477365;15.0;57;21;39.0;14.0;55;20;28.2;82.8;86;444;-1
2021/09/01;06:27:45;1630477665;17.0;61;24;37.0;16.0;55;20;28.2;82.7;87;438;-1
2021/09/01;06:32:45;1630477965;19.0;66;27;55.0;18.0;55;20;28.2;82.7;87;439;-1
2021/09/01;06:37:45;1630478265;18.0;63;26;58.0;17.0;55;20;28.1;82.7;87;440;-1
2021/09/01;06:42:45;1630478565;18.0;63;26;35.0;17.0;55;20;28.2;82.7;87;444;-1
2021/09/01;06:47:45;1630478865;19.0;66;27;36.0;18.0;55;20;28.1;82.7;87;440;-1
2021/09/01;06:52:45;1630479165;18.0;63;26;27.0;17.0;55;20;28.1;82.7;87;438;-1
2021/09/01;06:57:45;1630479465;19.0;66;27;33.0;18.0;55;20;28.1;82.7;89;438;-1
2021/09/01;07:02:45;1630479765;19.0;66;27;44.0;18.0;55;20;28.2;82.7;89;438;-1
2021/09/01;07:07:40;1630480060;21.0;70;30;38.0;20.0;55;20;28.1;82.7;89;442;-1
2021/09/01;07:12:40;1630480360;18.0;63;26;31.0;16.0;68;29;28.2;82.7;89;446;-1
2021/09/01;07:17:40;1630480660;19.0;66;27;28.0;18.0;68;29;28.1;82.7;89;451;-1
2021/09/01;07:22:40;1630480960;18.0;63;26;43.0;17.0;68;29;28.2;82.8;89;452;-1
2021/09/01;07:27:40;1630481260;19.0;66;27;33.0;18.0;68;29;28.2;82.7;89;450;-1
2021/09/01;07:32:40;1630481560;19.0;66;27;36.0;18.0;68;29;28.2;82.7;89;451;-1
2021/09/01;07:37:40;1630481860;20.0;68;29;34.0;19.0;68;29;28.2;82.7;89;449;-1
2021/09/01;07:42:40;1630482160;20.0;68;29;33.0;19.0;68;29;28.2;82.7;89;444;-1
2021/09/01;07:47:40;1630482460;23.0;74;33;44.0;22.0;68;29;28.1;82.6;89;440;-1
2021/09/01;07:52:40;1630482760;27.0;82;39;59.0;27.0;68;29;28.1;82.6;89;443;-1
2021/09/01;07:57:40;1630483060;25.0;78;36;50.0;24.0;68;29;28.1;82.6;89;446;-1
2021/09/01;08:02:40;1630483360;27.0;82;39;41.0;26.0;68;29;28.1;82.6;90;452;-1
2021/09/01;08:07:40;1630483660;21.0;70;30;46.0;20.0;68;29;28.1;82.6;90;457;-1
2021/09/01;08:12:40;1630483960;22.0;72;31;36.0;21.0;70;30;28.1;82.6;90;452;-1
2021/09/01;08:17:40;1630484260;20.0;68;29;52.0;19.0;70;30;28.2;82.7;90;461;-1
2021/09/01;08:22:40;1630484560;29.0;87;41;55.0;28.0;70;30;28.2;82.7;90;465;-1
2021/09/01;08:27:40;1630484860;38.0;107;55;95.0;38.0;70;30;28.2;82.8;90;482;-1
2021/09/01;08:32:40;1630485160;29.0;87;41;59.0;29.0;70;30;28.2;82.8;90;471;-1
2021/09/01;08:37:40;1630485460;26.0;80;37;78.0;26.0;70;30;28.2;82.8;91;477;-1
2021/09/01;08:42:40;1630485760;25.0;78;36;35.0;25.0;70;30;28.2;82.7;91;491;-1
2021/09/01;08:47:40;1630486060;22.0;72;31;31.0;21.0;70;30;28.2;82.8;91;456;-1
2021/09/01;08:52:40;1630486360;24.0;76;34;42.0;23.0;70;30;28.2;82.8;91;479;-1
2021/09/01;08:57:40;1630486660;24.0;76;34;42.0;23.0;70;30;28.2;82.8;91;501;-1
2021/09/01;09:02:40;1630486960;27.0;82;39;57.0;27.0;70;30;28.3;82.9;92;559;-1
2021/09/01;09:07:40;1630487260;29.0;87;41;56.0;28.0;70;30;28.3;82.9;91;496;-1
2021/09/01;09:12:40;1630487560;26.0;80;37;67.0;25.0;88;43;28.3;83.0;91;512;-1
2021/09/01;09:17:40;1630487860;23.0;74;33;33.0;22.0;88;43;28.3;83.0;91;464;-1
2021/09/01;09:22:40;1630488160;22.0;72;31;51.0;21.0;88;43;28.3;82.9;91;461;-1
2021/09/01;09:27:40;1630488460;23.0;74;33;33.0;22.0;88;43;28.3;82.9;91;445;-1
2021/09/01;09:32:40;1630488760;25.0;78;36;51.0;25.0;88;43;28.2;82.7;91;438;-1
2021/09/01;09:37:40;1630489060;23.0;74;33;44.0;22.0;88;43;28.2;82.7;91;455;-1
2021/09/01;09:42:40;1630489360;26.0;80;37;36.0;25.0;88;43;28.2;82.8;91;481;-1
2021/09/01;09:47:40;1630489660;30.0;89;43;75.0;29.0;88;43;28.3;82.9;91;477;-1
2021/09/01;09:52:40;1630489960;29.0;87;41;48.0;28.0;88;43;28.3;82.9;91;448;-1
2021/09/01;09:57:40;1630490260;29.0;87;41;59.0;28.0;88;43;28.2;82.8;91;496;-1
2021/09/01;10:02:40;1630490560;30.0;89;43;68.0;29.0;88;43;28.2;82.8;91;486;-1
2021/09/01;10:07:40;1630490860;30.0;89;43;64.0;29.0;88;43;28.3;82.9;91;492;-1
2021/09/01;10:12:40;1630491160;31.0;91;44;76.0;30.0;86;41;28.3;82.9;91;462;-1
2021/09/01;10:17:40;1630491460;34.0;97;49;65.0;34.0;86;41;28.3;82.9;91;485;-1
2021/09/01;10:22:40;1630491760;29.0;87;41;62.0;28.0;86;41;28.3;82.9;91;442;-1
2021/09/01;10:27:40;1630492060;30.0;89;43;52.0;29.0;86;41;28.3;82.9;91;477;-1
2021/09/01;10:32:40;1630492360;29.0;87;41;44.0;28.0;86;41;28.3;82.9;91;476;-1
2021/09/01;10:37:40;1630492660;28.0;84;40;69.0;27.0;86;41;28.3;82.9;91;434;-1
2021/09/01;10:42:40;1630492960;34.0;97;49;56.0;34.0;86;41;28.2;82.8;91;435;-1
2021/09/01;10:47:40;1630493260;32.0;93;46;43.0;32.0;86;41;28.2;82.8;91;437;-1
2021/09/01;10:52:40;1630493560;30.0;89;43;52.0;29.0;86;41;28.3;82.9;91;437;-1
2021/09/01;10:57:40;1630493860;28.0;84;40;61.0;27.0;86;41;28.2;82.8;90;429;-1
2021/09/01;11:02:40;1630494160;27.0;82;39;49.0;26.0;86;41;28.3;82.9;90;433;-1
2021/09/01;11:07:40;1630494460;28.0;84;40;69.0;27.0;86;41;28.3;82.9;89;427;-1
2021/09/01;11:12:40;1630494760;24.0;76;34;45.0;24.0;84;40;28.2;82.8;89;424;-1
2021/09/01;11:17:40;1630495060;25.0;78;36;54.0;25.0;84;40;28.3;82.9;89;432;-1
2021/09/01;11:22:40;1630495360;25.0;78;36;35.0;25.0;84;40;28.3;82.9;89;428;-1
2021/09/01;11:27:40;1630495660;22.0;72;31;51.0;21.0;84;40;28.3;83.0;88;428;-1
2021/09/01;11:32:40;1630495960;21.0;70;30;46.0;20.0;84;40;28.3;83.0;88;427;-1
2021/09/01;11:37:40;1630496260;20.0;68;29;37.0;19.0;84;40;28.3;82.9;87;425;-1
2021/09/01;11:42:40;1630496560;24.0;76;34;61.0;24.0;84;40;28.3;82.9;88;425;-1
2021/09/01;11:47:40;1630496860;22.0;72;31;32.0;21.0;84;40;28.3;82.9;87;427;-1
2021/09/01;11:52:40;1630497160;26.0;80;37;59.0;25.0;84;40;28.3;82.9;87;426;-1
2021/09/01;11:57:40;1630497460;25.0;78;36;40.0;25.0;84;40;28.3;83.0;88;424;-1
2021/09/01;12:02:40;1630497760;25.0;78;36;63.0;25.0;84;40;28.3;83.0;88;424;-1
2021/09/01;12:07:40;1630498060;24.0;76;34;62.0;24.0;84;40;28.4;83.1;88;425;-1
2021/09/01;12:12:40;1630498360;28.0;84;40;50.0;27.0;93;46;28.4;83.1;88;424;-1
2021/09/01;12:17:40;1630498660;22.0;72;31;55.0;22.0;93;46;28.4;83.2;86;433;-1
2021/09/01;12:22:40;1630498960;26.0;80;37;41.0;26.0;93;46;28.5;83.2;86;435;-1
2021/09/01;12:27:40;1630499260;23.0;74;33;61.0;23.0;93;46;28.5;83.3;86;449;-1
2021/09/01;12:32:40;1630499560;25.0;78;36;67.0;24.0;93;46;28.5;83.3;86;452;-1
2021/09/01;12:37:40;1630499860;19.0;66;27;48.0;18.0;93;46;28.5;83.3;86;452;-1
2021/09/01;12:42:40;1630500160;24.0;76;34;54.0;23.0;93;46;28.5;83.4;86;438;-1
2021/09/01;12:47:40;1630500460;29.0;87;41;60.0;28.0;93;46;28.6;83.4;86;439;-1
2021/09/01;12:52:40;1630500760;34.0;97;49;50.0;33.0;93;46;28.6;83.5;87;455;-1
2021/09/01;12:57:40;1630501060;31.0;91;44;70.0;31.0;93;46;28.6;83.5;87;473;-1
2021/09/01;13:02:40;1630501360;31.0;91;44;54.0;31.0;93;46;28.7;83.6;88;487;-1
2021/09/01;13:07:40;1630501660;28.0;84;40;47.0;27.0;93;46;28.7;83.6;87;470;-1
2021/09/01;13:12:40;1630501960;25.0;78;36;32.0;24.0;99;50;28.7;83.7;87;459;-1
2021/09/01;13:17:40;1630502260;24.0;76;34;54.0;23.0;99;50;28.7;83.7;87;450;-1
2021/09/01;13:22:40;1630502560;26.0;80;37;48.0;25.0;99;50;28.7;83.7;85;449;-1
2021/09/01;13:27:40;1630502860;26.0;80;37;53.0;25.0;99;50;28.7;83.7;85;431;-1
2021/09/01;13:32:40;1630503160;24.0;76;34;31.0;24.0;99;50;28.7;83.7;85;464;-1
2021/09/01;13:37:40;1630503460;21.0;70;30;63.0;20.0;99;50;28.8;83.8;84;446;-1
2021/09/01;13:42:40;1630503760;23.0;74;33;50.0;23.0;99;50;28.8;83.8;84;460;-1
2021/09/01;13:47:40;1630504060;19.0;66;27;37.0;19.0;99;50;28.8;83.9;84;462;-1
2021/09/01;13:52:40;1630504360;16.0;59;23;22.0;16.0;99;50;28.9;84.0;84;468;-1
2021/09/01;13:57:40;1630504660;19.0;66;27;41.0;18.0;99;50;28.9;83.9;84;465;-1
2021/09/01;14:02:40;1630504960;20.0;68;29;47.0;20.0;99;50;28.9;84.0;84;455;-1
2021/09/01;14:07:40;1630505260;18.0;63;26;56.0;18.0;99;50;28.9;84.0;83;455;-1
2021/09/01;14:12:40;1630505560;19.0;66;27;29.0;18.0;86;41;28.9;84.0;83;455;-1
2021/09/01;14:17:40;1630505860;18.0;63;26;56.0;18.0;86;41;28.9;84.0;83;464;-1
2021/09/01;14:22:40;1630506160;17.0;61;24;55.0;17.0;86;41;28.9;84.1;83;461;-1
2021/09/01;14:27:40;1630506460;19.0;66;27;37.0;19.0;86;41;28.9;84.1;83;470;-1
2021/09/01;14:32:40;1630506760;16.0;59;23;34.0;16.0;86;41;28.9;84.1;82;431;-1
2021/09/01;14:37:40;1630507060;17.0;61;24;26.0;17.0;86;41;28.9;84.0;82;428;-1
2021/09/01;14:42:40;1630507360;16.0;59;23;33.0;16.0;86;41;28.9;84.0;83;434;-1
2021/09/01;14:47:40;1630507660;19.0;66;27;60.0;19.0;86;41;28.8;83.9;83;432;-1
2021/09/01;14:52:40;1630507960;20.0;68;29;38.0;19.0;86;41;28.8;83.9;83;429;-1
2021/09/01;14:57:40;1630508260;19.0;66;27;52.0;18.0;86;41;28.8;83.9;83;424;-1
2021/09/01;15:02:40;1630508560;21.0;70;30;48.0;21.0;86;41;28.8;83.8;82;429;-1
2021/09/01;15:07:40;1630508860;19.0;66;27;60.0;18.0;86;41;28.8;83.8;83;429;-1
2021/09/01;15:12:40;1630509160;19.0;66;27;80.0;19.0;65;27;28.8;83.8;83;436;-1
2021/09/01;15:17:40;1630509460;21.0;70;30;47.0;21.0;65;27;28.8;83.8;83;434;-1
2021/09/01;15:22:40;1630509760;18.0;63;26;32.0;18.0;65;27;28.8;83.8;84;449;-1
2021/09/01;15:27:40;1630510060;19.0;66;27;40.0;18.0;65;27;28.8;83.8;83;433;-1
2021/09/01;15:32:40;1630510360;17.0;61;24;23.0;16.0;65;27;28.8;83.8;83;433;-1
2021/09/01;15:37:40;1630510660;27.0;82;39;73.0;27.0;65;27;28.8;83.9;84;479;-1
2021/09/01;15:42:40;1630510960;27.0;82;39;55.0;26.0;65;27;28.8;83.9;83;470;-1
2021/09/01;15:47:40;1630511260;21.0;70;30;60.0;21.0;65;27;28.9;84.0;84;505;-1
2021/09/01;15:52:40;1630511560;18.0;63;26;48.0;17.0;65;27;28.9;84.0;83;482;-1
2021/09/01;15:57:40;1630511860;28.0;84;40;96.0;28.0;65;27;28.9;84.1;83;495;-1
2021/09/01;16:02:40;1630512160;32.0;93;46;88.0;32.0;65;27;29.0;84.1;84;577;-1
2021/09/01;16:07:40;1630512460;21.0;70;30;48.0;21.0;65;27;29.0;84.2;83;513;-1
2021/09/01;16:12:40;1630512760;22.0;72;31;49.0;22.0;82;39;29.0;84.2;83;517;-1
2021/09/01;16:17:40;1630513060;41.0;115;58;79.0;41.0;82;39;29.1;84.3;84;551;-1
2021/09/01;16:22:40;1630513360;25.0;78;36;68.0;25.0;82;39;29.1;84.4;84;565;-1
2021/09/01;16:27:40;1630513660;30.0;89;43;51.0;30.0;82;39;29.1;84.4;84;544;-1
2021/09/01;16:32:40;1630513960;55.0;149;76;101.0;55.0;82;39;29.1;84.4;86;547;-1
2021/09/01;16:37:40;1630514260;50.0;137;69;90.0;50.0;82;39;29.2;84.5;87;521;-1
2021/09/01;16:42:40;1630514560;41.0;115;58;64.0;41.0;82;39;29.1;84.4;87;481;-1
2021/09/01;16:47:40;1630514860;41.0;115;58;60.0;41.0;82;39;29.1;84.4;87;476;-1
2021/09/01;16:52:40;1630515160;42.0;117;60;68.0;42.0;82;39;29.1;84.3;87;481;-1
2021/09/01;16:57:40;1630515460;41.0;115;58;67.0;41.0;82;39;29.0;84.2;88;477;-1
2021/09/01;17:02:40;1630515760;39.0;110;56;58.0;39.0;82;39;29.0;84.3;88;499;-1
2021/09/01;17:07:40;1630516060;43.0;119;61;58.0;43.0;82;39;29.0;84.2;88;491;-1
2021/09/01;17:12:40;1630516360;46.0;127;64;84.0;46.0;61;24;29.0;84.2;88;488;-1
2021/09/01;17:17:40;1630516660;48.0;132;67;91.0;48.0;61;24;29.0;84.2;88;469;-1
2021/09/01;17:22:40;1630516960;48.0;132;67;91.0;48.0;61;24;29.0;84.2;88;458;-1
2021/09/01;17:27:40;1630517260;48.0;132;67;87.0;47.0;61;24;29.0;84.1;88;458;-1
2021/09/01;17:32:40;1630517560;50.0;137;69;109.0;50.0;61;24;28.9;84.1;88;463;-1
2021/09/01;17:37:40;1630517860;54.0;147;74;101.0;54.0;61;24;28.9;84.0;88;458;-1
2021/09/01;17:42:40;1630518160;54.0;147;74;93.0;54.0;61;24;28.9;84.0;88;448;-1
2021/09/01;17:47:40;1630518460;57.7;152;79;114.0;58.0;61;24;28.9;84.0;88;451;-1
2021/09/01;17:52:40;1630518760;56.8;152;78;125.0;56.0;61;24;28.8;83.9;88;448;-1
2021/09/01;17:57:40;1630519060;53.0;144;73;100.0;53.0;61;24;28.8;83.9;88;454;-1
2021/09/01;18:02:40;1630519360;62.2;154;84;144.0;62.0;61;24;28.8;83.9;88;453;-1
2021/09/01;18:07:40;1630519660;65.8;156;89;164.0;67.0;61;24;28.8;83.8;88;452;-1
2021/09/01;18:12:40;1630519960;58.6;153;80;111.0;58.0;72;31;28.8;83.8;88;453;-1
2021/09/01;18:17:40;1630520260;63.1;155;85;128.0;64.0;72;31;28.8;83.8;88;459;-1
2021/09/01;18:22:40;1630520560;61.3;154;83;103.0;62.0;72;31;28.8;83.8;88;456;-1
2021/09/01;18:27:40;1630520860;57.7;152;79;153.0;58.0;72;31;28.8;83.8;88;465;-1
2021/09/01;18:32:40;1630521160;63.1;155;85;145.0;64.0;72;31;28.8;83.9;88;473;-1
2021/09/01;18:37:40;1630521460;61.3;154;83;123.0;62.0;72;31;28.8;83.8;89;559;-1
2021/09/01;18:42:40;1630521760;62.2;154;84;144.0;62.0;72;31;28.9;84.0;89;604;-1
2021/09/01;18:47:40;1630522060;63.1;155;85;98.0;64.0;72;31;28.9;84.0;89;606;-1
2021/09/01;18:52:40;1630522360;67.6;157;91;119.0;69.0;72;31;28.9;84.1;89;563;-1
2021/09/01;18:57:40;1630522660;66.7;157;90;138.0;68.0;72;31;29.0;84.1;89;569;-1
2021/09/01;19:02:40;1630522960;62.2;154;84;135.0;62.0;72;31;29.0;84.2;89;554;-1
2021/09/01;19:07:40;1630523260;61.3;154;83;127.0;62.0;72;31;29.0;84.2;89;522;-1
2021/09/01;19:12:40;1630523560;63.1;155;85;141.0;63.0;102;51;29.0;84.2;89;505;-1
2021/09/01;19:17:40;1630523860;64.9;156;88;131.0;66.0;102;51;29.0;84.1;89;484;-1
2021/09/01;19:22:40;1630524160;61.3;154;83;134.0;62.0;102;51;28.9;84.1;89;485;-1
2021/09/01;19:27:40;1630524460;65.8;156;89;105.0;67.0;102;51;28.9;84.0;88;485;-1
2021/09/01;19:32:40;1630524760;61.3;154;83;131.0;62.0;102;51;28.9;84.0;89;489;-1
2021/09/01;19:37:40;1630525060;59.5;153;81;132.0;60.0;102;51;28.9;84.0;89;491;-1
2021/09/01;19:42:40;1630525360;58.6;153;80;127.0;59.0;102;51;28.9;84.0;89;490;-1
2021/09/01;19:47:40;1630525660;62.2;154;84;135.0;63.0;102;51;28.9;84.0;89;486;-1
2021/09/01;19:52:40;1630525960;62.2;154;84;116.0;63.0;102;51;28.9;84.1;89;486;-1
2021/09/01;19:57:40;1630526260;57.7;152;79;126.0;58.0;102;51;28.9;84.0;89;483;-1
2021/09/01;20:02:40;1630526560;58.6;153;80;99.0;59.0;102;51;28.9;84.0;89;477;-1
2021/09/01;20:07:40;1630526860;56.8;152;78;117.0;57.0;102;51;28.9;84.0;89;472;-1
2021/09/01;20:12:40;1630527160;57.7;152;79;106.0;57.0;119;60;28.9;84.0;89;472;-1
2021/09/01;20:17:40;1630527460;56.8;152;78;105.0;57.0;119;60;28.9;84.0;88;472;-1
2021/09/01;20:22:40;1630527760;58.6;153;80;119.0;58.0;119;60;28.9;84.0;88;458;-1
2021/09/01;20:27:40;1630528060;64.0;155;87;134.0;64.0;119;60;28.9;83.9;88;457;-1
2021/09/01;20:32:40;1630528360;62.2;154;84;127.0;63.0;119;60;28.9;84.0;88;495;-1
2021/09/01;20:37:40;1630528660;59.5;153;81;70.0;59.0;119;60;28.9;84.0;89;502;-1
2021/09/01;20:42:40;1630528960;63.1;155;85;141.0;63.0;119;60;28.9;84.0;89;511;-1
2021/09/01;20:47:40;1630529260;67.6;157;91;120.0;69.0;119;60;28.9;84.0;89;508;-1
2021/09/01;20:52:40;1630529560;62.2;154;84;135.0;63.0;119;60;28.9;84.0;89;502;-1
2021/09/01;20:57:40;1630529860;64.0;155;87;123.0;65.0;119;60;28.9;84.0;89;499;-1
2021/09/01;21:02:40;1630530160;64.0;155;87;141.0;65.0;119;60;28.8;83.9;89;502;-1
2021/09/01;21:07:40;1630530460;65.8;156;89;161.0;67.0;119;60;28.9;84.0;89;494;-1
2021/09/01;21:12:40;1630530760;64.0;155;87;114.0;65.0;114;58;28.8;83.9;89;489;-1
2021/09/01;21:17:40;1630531060;61.3;154;83;107.0;62.0;114;58;28.8;83.9;89;487;-1
2021/09/01;21:22:40;1630531360;60.4;154;82;113.0;61.0;114;58;28.8;83.8;89;491;-1
2021/09/01;21:27:40;1630531660;61.3;154;83;87.0;61.0;114;58;28.8;83.8;89;487;-1
2021/09/01;21:32:40;1630531960;61.3;154;83;103.0;62.0;114;58;28.8;83.8;89;504;-1
