Date;Time;Timestamp;PM2_5(ug/m3);AQI(US);AQI(CN);PM10(ug/m3);PM01(ug/m3);Outdoor AQI(US);Outdoor AQI(CN);Temperature(C);Temperature(F);Humidity(%RH);CO2(ppm);VOC(ppb)
2021/06/01;08:06:00;1622534760;17.0;61;24;37.0;17.0;152;79;27.6;81.7;86;529;-1
2021/06/01;08:06:10;1622534770;17.0;61;24;30.0;17.0;76;34;27.6;81.7;86;529;-1
2021/06/01;08:06:20;1622534780;18.0;63;26;32.0;17.0;76;34;27.6;81.7;86;529;-1
2021/06/01;08:06:30;1622534790;18.0;63;26;27.0;17.0;76;34;27.6;81.7;86;528;-1
2021/06/01;08:06:40;1622534800;18.0;63;26;20.0;17.0;76;34;27.6;81.7;86;527;-1
2021/06/01;08:06:50;1622534810;16.0;59;23;25.0;14.0;76;34;27.6;81.7;86;527;-1
2021/06/01;08:07:00;1622534820;14.0;55;20;30.0;12.0;76;34;27.6;81.7;86;527;-1
2021/06/01;08:07:10;1622534830;15.0;57;21;32.0;14.0;76;34;27.6;81.7;86;526;-1
2021/06/01;08:07:20;1622534840;16.0;59;23;29.0;16.0;76;34;27.6;81.7;86;525;-1
2021/06/01;08:07:30;1622534850;18.0;63;26;35.0;18.0;76;34;27.6;81.7;86;526;-1
2021/06/01;08:07:40;1622534860;18.0;63;26;39.0;18.0;76;34;27.6;81.7;86;525;-1
2021/06/01;08:07:50;1622534870;18.0;63;26;35.0;17.0;76;34;27.6;81.7;86;524;-1
2021/06/01;08:08:00;1622534880;17.0;61;24;34.0;16.0;76;34;27.6;81.7;86;521;-1
2021/06/01;08:08:10;1622534890;17.0;61;24;38.0;16.0;76;34;27.6;81.7;86;521;-1
2021/06/01;08:08:20;1622534900;17.0;61;24;38.0;16.0;76;34;27.6;81.7;86;520;-1
2021/06/01;08:08:30;1622534910;17.0;61;24;34.0;17.0;76;34;27.6;81.7;86;519;-1
2021/06/01;08:08:40;1622534920;16.0;59;23;33.0;16.0;76;34;27.6;81.7;86;519;-1
2021/06/01;08:08:50;1622534930;15.0;57;21;28.0;14.0;76;34;27.6;81.7;86;519;-1
2021/06/01;08:09:00;1622534940;15.0;57;21;32.0;14.0;76;34;27.6;81.8;86;519;-1
2021/06/01;08:09:10;1622534950;16.0;59;23;25.0;16.0;76;34;27.6;81.8;86;518;-1
2021/06/01;08:09:20;1622534960;16.0;59;23;25.0;16.0;76;34;27.6;81.8;86;518;-1
2021/06/01;08:09:30;1622534970;16.0;59;23;18.0;16.0;76;34;27.6;81.7;86;518;-1
2021/06/01;08:09:40;1622534980;17.0;61;24;23.0;17.0;76;34;27.6;81.7;86;517;-1
2021/06/01;08:09:50;1622534990;16.0;59;23;21.0;16.0;76;34;27.6;81.7;86;517;-1
2021/06/01;08:15:00;1622535300;15.0;57;21;23.0;14.0;76;34;27.6;81.8;86;522;-1
2021/06/01;08:20:00;1622535600;15.0;57;21;34.0;14.0;76;34;27.7;81.8;86;534;-1
2021/06/01;08:25:00;1622535900;16.0;59;23;24.0;15.0;76;34;27.7;81.8;86;551;-1
2021/06/01;08:30:00;1622536200;15.0;57;21;23.0;14.0;76;34;27.7;81.8;86;555;-1
2021/06/01;08:35:00;1622536500;14.0;55;20;19.0;13.0;76;34;27.7;81.8;85;558;-1
2021/06/01;08:40:00;1622536800;12.0;50;17;13.0;11.0;76;34;27.6;81.7;85;554;-1
2021/06/01;08:45:00;1622537100;12.0;50;17;24.0;11.0;76;34;27.6;81.7;85;551;-1
2021/06/01;08:50:00;1622537400;11.0;46;16;23.0;10.0;76;34;27.6;81.7;85;580;-1
2021/06/01;08:55:00;1622537700;15.0;57;21;31.0;14.0;76;34;27.5;81.5;83;490;-1
2021/06/01;09:00:00;1622538000;14.0;55;20;22.0;13.0;76;34;27.2;81.0;83;438;-1
2021/06/01;09:05:00;1622538300;14.0;55;20;29.0;13.0;76;34;27.0;80.6;83;427;-1
2021/06/01;09:10:00;1622538600;15.0;57;21;27.0;14.0;76;34;26.9;80.4;84;447;-1
2021/06/01;09:15:00;1622538900;12.0;50;17;35.0;11.0;29;10;26.9;80.4;85;489;-1
2021/06/01;09:20:00;1622539200;15.0;57;21;34.0;14.0;29;10;27.1;80.9;86;531;-1
2021/06/01;09:25:00;1622539500;15.0;57;21;27.0;14.0;29;10;27.2;80.9;84;511;-1
2021/06/01;09:30:00;1622539800;17.0;61;24;33.0;15.0;29;10;27.3;81.1;84;538;-1
2021/06/01;09:35:00;1622540100;19.0;66;27;27.0;17.0;29;10;27.3;81.2;85;532;-1
2021/06/01;09:40:00;1622540400;20.0;68;29;33.0;18.0;29;10;27.2;80.9;84;487;-1
2021/06/01;09:45:00;1622540700;21.0;70;30;56.0;20.0;29;10;27.1;80.9;84;503;-1
2021/06/01;09:50:00;1622541000;19.0;66;27;35.0;17.0;29;10;27.1;80.8;84;486;-1
2021/06/01;09:55:00;1622541300;22.0;72;31;42.0;21.0;29;10;27.1;80.8;84;485;-1
2021/06/01;10:00:00;1622541600;23.0;74;33;40.0;22.0;29;10;27.2;80.9;84;495;-1
2021/06/01;10:05:00;1622541900;21.0;70;30;45.0;20.0;21;7;27.1;80.8;84;482;-1
2021/06/01;10:10:00;1622542200;22.0;72;31;46.0;21.0;21;7;27.1;80.8;84;485;-1
2021/06/01;10:15:00;1622542500;23.0;74;33;59.0;22.0;21;7;27.1;80.7;84;490;-1
2021/06/01;10:20:00;1622542800;27.0;82;39;63.0;25.0;21;7;27.1;80.7;84;490;-1
2021/06/01;10:25:00;1622543100;27.0;82;39;70.0;25.0;21;7;27.0;80.7;84;489;-1
2021/06/01;10:30:00;1622543400;29.0;87;41;61.0;27.0;21;7;27.0;80.6;84;469;-1
2021/06/01;10:35:00;1622543700;31.0;91;44;48.0;29.0;21;7;26.8;80.2;85;462;-1
2021/06/01;10:40:00;1622544000;34.0;97;49;54.0;32.0;21;7;26.7;80.0;85;459;-1
2021/06/01;10:45:00;1622544300;30.0;89;43;54.0;28.0;21;7;26.6;79.9;85;455;-1
2021/06/01;10:50:00;1622544600;29.0;87;41;52.0;27.0;21;7;26.6;79.8;85;449;-1
2021/06/01;10:55:00;1622544900;27.0;82;39;57.0;24.0;21;7;26.5;79.7;85;442;-1
2021/06/01;11:00:00;1622545200;24.0;76;34;36.0;21.0;21;7;26.5;79.7;84;433;-1
2021/06/01;11:05:00;1622545500;25.0;78;36;51.0;22.0;21;7;26.5;79.6;84;433;-1
2021/06/01;11:10:00;1622545800;33.0;95;47;71.0;31.0;21;7;26.5;79.7;85;438;-1
2021/06/01;11:15:00;1622546100;34.0;97;49;75.0;32.0;84;40;26.5;79.6;85;439;-1
2021/06/01;11:20:00;1622546400;29.0;87;41;48.0;26.0;84;40;26.5;79.6;85;431;-1
2021/06/01;11:25:00;1622546700;26.0;80;37;45.0;23.0;84;40;26.5;79.6;85;431;-1
2021/06/01;11:30:00;1622547000;26.0;80;37;63.0;23.0;84;40;26.5;79.7;85;446;-1
2021/06/01;11:35:00;1622547300;27.0;82;39;32.0;24.0;84;40;26.5;79.6;85;425;-1
2021/06/01;11:40:00;1622547600;33.0;95;47;46.0;31.0;84;40;26.5;79.6;85;443;-1
2021/06/01;11:45:00;1622547900;33.0;95;47;103.0;31.0;84;40;26.6;79.8;84;466;-1
2021/06/01;11:50:00;1622548200;35.0;99;50;81.0;33.0;84;40;26.6;79.9;84;466;-1
2021/06/01;11:55:00;1622548500;35.0;99;50;91.0;32.0;84;40;26.6;79.9;84;468;-1
2021/06/01;12:00:00;1622548800;30.0;89;43;60.0;28.0;84;40;26.6;79.9;83;460;-1
2021/06/01;12:05:00;1622549100;30.0;89;43;57.0;28.0;84;40;26.6;80.0;83;472;-1
2021/06/01;12:10:00;1622549400;27.0;82;39;46.0;25.0;84;40;26.7;80.0;83;469;-1
2021/06/01;12:15:00;1622549700;29.0;87;41;53.0;27.0;88;43;26.7;80.1;83;468;-1
2021/06/01;12:20:00;1622550000;29.0;87;41;60.0;27.0;88;43;26.7;80.1;83;469;-1
2021/06/01;12:25:00;1622550300;29.0;87;41;64.0;27.0;88;43;26.8;80.2;83;464;-1
2021/06/01;12:30:00;1622550600;28.0;84;40;52.0;26.0;88;43;26.8;80.2;83;467;-1
2021/06/01;12:35:00;1622550900;30.0;89;43;44.0;28.0;88;43;26.8;80.3;83;475;-1
2021/06/01;12:40:00;1622551200;31.0;91;44;70.0;29.0;88;43;26.8;80.3;83;468;-1
2021/06/01;12:45:00;1622551500;32.0;93;46;79.0;30.0;88;43;26.9;80.4;83;468;-1
2021/06/01;12:50:00;1622551800;34.0;97;49;62.0;33.0;88;43;26.9;80.4;83;470;-1
2021/06/01;12:55:00;1622552100;36.0;102;52;61.0;34.0;88;43;26.9;80.4;83;470;-1
2021/06/01;13:00:00;1622552400;45.0;124;63;104.0;42.0;88;43;27.0;80.6;83;478;-1
2021/06/01;13:05:00;1622552700;47.0;129;66;106.0;45.0;88;43;27.0;80.6;84;464;-1
2021/06/01;13:10:00;1622553000;50.0;137;69;121.0;48.0;88;43;26.9;80.5;84;479;-1
2021/06/01;13:15:00;1622553300;49.0;134;68;112.0;47.0;93;46;27.0;80.5;85;479;-1
2021/06/01;13:20:00;1622553600;55.9;151;77;112.0;53.0;93;46;27.0;80.7;85;474;-1
2021/06/01;13:25:00;1622553900;59.5;153;81;99.0;57.0;93;46;27.0;80.6;85;472;-1
2021/06/01;13:30:00;1622554200;62.2;154;84;138.0;60.0;93;46;27.1;80.7;85;475;-1
2021/06/01;13:35:00;1622554500;61.3;154;83;105.0;59.0;93;46;27.1;80.8;86;480;-1
2021/06/01;13:40:00;1622554800;62.2;154;84;136.0;60.0;93;46;27.2;80.9;86;476;-1
2021/06/01;13:45:00;1622555100;62.2;154;84;118.0;61.0;93;46;27.2;80.9;86;482;-1
2021/06/01;13:50:00;1622555400;64.0;155;87;120.0;63.0;93;46;27.2;81.0;87;541;-1
2021/06/01;13:55:00;1622555700;64.0;155;87;128.0;63.0;93;46;27.3;81.1;87;562;-1
2021/06/01;14:00:00;1622556000;64.0;155;87;142.0;63.0;93;46;27.4;81.3;88;585;-1
2021/06/01;14:05:00;1622556300;67.6;157;91;103.0;68.0;93;46;27.5;81.5;87;574;-1
2021/06/01;14:10:00;1622556600;73.8;160;99;136.0;75.0;93;46;27.6;81.6;87;552;-1
2021/06/01;14:15:00;1622556900;79.2;163;106;215.0;80.0;91;44;27.5;81.5;87;525;-1
2021/06/01;14:20:00;1622557200;79.2;163;106;165.0;81.0;91;44;27.6;81.6;87;553;-1
2021/06/01;14:25:00;1622557500;72.0;160;96;134.0;72.0;91;44;27.5;81.5;87;487;-1
2021/06/01;14:30:00;1622557800;70.2;159;94;148.0;71.0;91;44;27.5;81.5;87;470;-1
2021/06/01;14:35:00;1622558100;363.4;410;410;478.0;386.0;91;44;27.4;81.4;87;459;-1
2021/06/01;14:40:00;1622558400;142.0;196;189;220.0;148.0;91;44;27.5;81.4;87;458;-1
2021/06/01;14:45:00;1622558700;116.0;182;152;170.0;119.0;91;44;27.4;81.4;87;429;-1
2021/06/01;14:50:00;1622559000;129.4;189;171;190.0;134.0;91;44;27.4;81.4;87;503;-1
2021/06/01;14:55:00;1622559300;96.2;172;127;142.0;98.0;91;44;27.5;81.4;88;491;-1
2021/06/01;15:00:00;1622559600;74.7;161;100;119.0;75.0;91;44;27.5;81.6;87;523;-1
2021/06/01;15:05:00;1622559900;69.3;158;93;120.0;69.0;91;44;27.6;81.8;87;506;-1
2021/06/01;15:10:00;1622560200;68.4;158;92;127.0;69.0;91;44;27.6;81.7;87;487;-1
2021/06/01;15:15:00;1622560500;67.6;157;91;137.0;68.0;124;63;27.6;81.7;88;512;-1
2021/06/01;15:20:00;1622560800;70.2;159;94;122.0;72.0;124;63;27.7;81.9;87;528;-1
2021/06/01;15:25:00;1622561100;83.7;166;112;208.0;87.0;124;63;27.8;82.1;87;524;-1
2021/06/01;15:30:00;1622561400;107.9;178;141;250.0;114.0;124;63;27.9;82.2;87;513;-1
2021/06/01;15:35:00;1622561700;124.0;186;164;290.0;132.0;124;63;27.9;82.1;87;487;-1
2021/06/01;15:40:00;1622562000;125.8;187;166;300.0;134.0;124;63;27.9;82.2;87;508;-1
2021/06/01;15:45:00;1622562300;131.2;190;174;324.0;139.0;124;63;27.9;82.3;87;508;-1
2021/06/01;15:50:00;1622562600;148.2;199;197;393.0;158.0;124;63;28.0;82.4;87;527;-1
2021/06/01;15:55:00;1622562900;172.4;223;223;454.0;186.0;124;63;28.1;82.5;86;527;-1
2021/06/01;16:00:00;1622563200;192.2;242;243;492.0;207.0;124;63;28.1;82.5;86;535;-1
2021/06/01;16:05:00;1622563500;207.4;257;258;504.0;225.0;124;63;28.1;82.6;86;526;-1
2021/06/01;16:10:00;1622563800;237.9;288;288;540.0;259.0;124;63;28.1;82.5;86;503;-1
2021/06/01;16:15:00;1622564100;233.4;283;284;607.0;254.0;177;138;27.9;82.3;87;499;-1
2021/06/01;16:20:00;1622564400;220.9;271;271;535.0;240.0;177;138;28.0;82.3;87;500;-1
2021/06/01;16:25:00;1622564700;237.9;288;288;529.0;258.0;177;138;28.0;82.4;87;504;-1
2021/06/01;16:30:00;1622565000;232.5;282;283;533.0;252.0;177;138;28.0;82.3;87;523;-1
2021/06/01;16:35:00;1622565300;210.1;260;260;498.0;228.0;177;138;28.0;82.4;87;527;-1
2021/06/01;16:40:00;1622565600;194.9;245;245;482.0;211.0;177;138;28.1;82.5;87;526;-1
2021/06/01;16:45:00;1622565900;191.3;241;242;443.0;205.0;177;138;28.0;82.4;86;500;-1
2021/06/01;16:50:00;1622566200;157.2;208;208;381.0;169.0;177;138;27.9;82.3;86;468;-1
2021/06/01;16:55:00;1622566500;137.5;193;183;340.0;146.0;177;138;27.9;82.3;86;471;-1
2021/06/01;17:00:00;1622566800;142.0;196;189;372.0;152.0;177;138;27.9;82.2;86;472;-1
2021/06/01;17:05:00;1622567100;121.3;185;160;252.0;129.0;177;138;27.8;82.0;86;478;-1
2021/06/01;17:10:00;1622567400;107.0;178;140;223.0;113.0;177;138;27.8;82.0;86;466;-1
2021/06/01;17:15:00;1622567700;96.2;172;127;219.0;101.0;177;138;27.7;81.9;86;478;-1
2021/06/01;17:20:00;1622568000;428.9;453;453;715.0;471.0;177;138;27.7;81.8;86;500;-1
2021/06/01;17:25:00;1622568300;176.0;226;227;380.0;190.0;177;138;27.6;81.7;86;480;-1
2021/06/01;17:30:00;1622568600;134.8;192;179;357.0;144.0;177;138;27.5;81.5;86;458;-1
2021/06/01;17:35:00;1622568900;128.5;189;170;319.0;136.0;177;138;27.5;81.6;86;452;-1
2021/06/01;17:40:00;1622569200;133.0;191;176;308.0;141.0;177;138;27.5;81.5;86;451;-1
2021/06/01;17:45:00;1622569500;143.8;197;191;344.0;153.0;177;138;27.5;81.5;86;448;-1
2021/06/01;17:50:00;1622569800;139.3;194;185;297.0;149.0;177;138;27.4;81.4;85;458;-1
2021/06/01;17:55:00;1622570100;138.4;194;184;315.0;148.0;177;138;27.4;81.3;85;473;-1
2021/06/01;18:00:00;1622570400;158.1;209;209;365.0;170.0;177;138;27.4;81.4;85;458;-1
2021/06/01;18:05:00;1622570700;155.4;206;206;336.0;166.0;177;138;27.4;81.3;85;470;-1
2021/06/01;18:10:00;1622571000;148.2;199;197;316.0;159.0;177;138;27.4;81.4;85;498;-1
2021/06/01;18:15:00;1622571300;146.4;198;195;283.0;157.0;177;138;27.4;81.4;85;529;-1
2021/06/01;18:20:00;1622571600;149.1;199;199;325.0;160.0;177;138;27.5;81.4;85;551;-1
2021/06/01;18:25:00;1622571900;147.3;198;196;300.0;158.0;177;138;27.5;81.4;85;570;-1
2021/06/01;18:30:00;1622572200;152.7;203;204;347.0;162.0;177;138;27.5;81.5;85;583;-1
2021/06/01;18:35:00;1622572500;149.1;199;199;317.0;160.0;177;138;27.5;81.5;85;592;-1
2021/06/01;18:40:00;1622572800;134.8;192;179;296.0;143.0;177;138;27.5;81.5;85;608;-1
2021/06/01;18:45:00;1622573100;124.0;186;164;248.0;131.0;177;138;27.5;81.5;86;616;-1
2021/06/01;18:50:00;1622573400;115.1;182;151;255.0;121.0;177;138;27.6;81.6;85;619;-1
2021/06/01;18:55:00;1622573700;100.7;174;132;211.0;105.0;177;138;27.5;81.6;85;614;-1
2021/06/01;19:00:00;1622574000;92.7;170;123;194.0;96.0;177;138;27.5;81.6;85;607;-1
2021/06/01;19:05:00;1622574300;81.9;165;109;185.0;85.0;0;0;27.5;81.6;85;601;-1
2021/06/01;19:10:00;1622574600;74.7;161;100;134.0;76.0;0;0;27.5;81.5;85;587;-1
2021/06/01;19:15:00;1622574900;66.7;157;90;139.0;67.0;195;186;27.6;81.6;85;582;-1
2021/06/01;19:20:00;1622575200;63.1;155;85;134.0;62.0;195;186;27.5;81.5;85;584;-1
2021/06/01;19:25:00;1622575500;72.9;160;97;143.0;74.0;195;186;27.5;81.5;85;586;-1
2021/06/01;19:30:00;1622575800;82.8;165;111;186.0;85.0;195;186;27.5;81.5;85;586;-1
2021/06/01;19:35:00;1622576100;96.2;172;127;195.0;100.0;195;186;27.5;81.5;85;586;-1
2021/06/01;19:40:00;1622576400;108.8;179;142;210.0;114.0;195;186;27.5;81.6;85;587;-1
2021/06/01;19:45:00;1622576700;109.7;179;144;282.0;115.0;195;186;27.5;81.5;85;586;-1
2021/06/01;19:50:00;1622577000;121.3;185;160;225.0;128.0;195;186;27.5;81.5;85;582;-1
2021/06/01;19:55:00;1622577300;125.8;187;166;307.0;134.0;195;186;27.5;81.5;85;582;-1
2021/06/01;20:00:00;1622577600;127.6;188;169;292.0;135.0;195;186;27.5;81.5;85;582;-1
2021/06/01;20:05:00;1622577900;129.4;189;171;303.0;138.0;195;186;27.5;81.6;85;584;-1
2021/06/01;20:10:00;1622578200;131.2;190;174;280.0;139.0;195;186;27.5;81.5;85;582;-1
2021/06/01;20:15:00;1622578500;127.6;188;169;316.0;136.0;146;74;27.5;81.5;85;581;-1
2021/06/01;20:20:00;1622578800;132.1;191;175;281.0;141.0;146;74;27.5;81.6;85;583;-1
2021/06/01;20:25:00;1622579100;124.9;187;165;290.0;133.0;146;74;27.5;81.6;85;586;-1
2021/06/01;20:30:00;1622579400;120.4;185;159;289.0;127.0;146;74;27.5;81.6;85;587;-1
2021/06/01;20:35:00;1622579700;124.0;186;164;222.0;132.0;146;74;27.5;81.6;85;580;-1
2021/06/01;20:40:00;1622580000;112.4;180;147;263.0;118.0;146;74;27.5;81.6;85;577;-1
2021/06/01;20:45:00;1622580300;117.8;183;155;252.0;124.0;146;74;27.5;81.6;85;574;-1
2021/06/01;20:50:00;1622580600;111.5;180;146;247.0;117.0;146;74;27.5;81.6;85;576;-1
2021/06/01;20:55:00;1622580900;106.1;177;139;207.0;111.0;146;74;27.6;81.6;85;577;-1
2021/06/01;21:00:00;1622581200;98.0;173;129;189.0;103.0;146;74;27.5;81.6;85;574;-1
2021/06/01;21:15:30;1622582130;85.5;166;114;153.0;86.0;146;74;27.5;81.6;85;572;-1
2021/06/01;21:30:30;1622583030;66.7;157;90;111.0;66.0;163;104;27.5;81.6;85;570;-1
2021/06/01;21:45:30;1622583930;56.8;152;78;88.0;55.0;163;104;27.5;81.6;85;567;-1
2021/06/01;22:00:30;1622584830;56.8;152;78;135.0;55.0;163;104;27.5;81.6;85;551;-1
2021/06/01;22:15:30;1622585730;65.8;156;89;117.0;64.0;163;104;27.5;81.6;85;540;-1
2021/06/01;22:30:30;1622586630;100.7;174;132;193.0;103.0;157;91;27.5;81.5;85;549;-1
2021/06/01;22:45:30;1622587530;117.8;183;155;268.0;121.0;157;91;27.5;81.5;85;574;-1
2021/06/01;23:00:30;1622588430;112.4;180;147;200.0;116.0;157;91;27.5;81.6;85;582;-1
2021/06/01;23:15:30;1622589330;103.4;176;136;200.0;106.0;157;91;27.5;81.6;85;580;-1
2021/06/01;23:30:30;1622590230;97.1;172;128;192.0;100.0;129;65;27.5;81.6;85;571;-1
2021/06/01;23:45:30;1622591130;87.3;167;116;183.0;88.0;129;65;27.5;81.6;84;561;-1
2021/06/02;00:00:30;1622592030;87.3;167;116;183.0;89.0;129;65;27.5;81.5;83;561;-1
2021/06/02;00:15:30;1622592930;85.5;166;114;180.0;86.0;129;65;27.5;81.6;85;565;-1
